img_path,summary,question_resolution,question,answer_resolution,abstractive_answer,extractive_answer,decontextualizated_text_added,decontextualizated_text_removed,extra_added_text,title,original_answer
mturk_charts/no_data/two_col/21638.png,"While the bridge collapse dominated public interest last week , attentiveness to the situation in Iraq remained at about the same level as it has during the summer , with 29 % following war news very closely . About one - in - five ( 21 % ) paid very close attention to the Iraq policy debate while a similar number ( 19 % ) followed the 2008 presidential campaign very closely .",same,Describe the news interest in the Iraq policy debate.,new_answer,About one - in - five ( 21 % ) paid very close attention to the Iraq policy debate .,About one - in - five ( 21 % ) paid very close attention to the Iraq policy debate .,,,,Measuring News Interest Week of July 29-Aug 3 Percent who followed this story very closely Percent who named story as their most closely followed,About one - in - five ( 21 % ) paid very close attention to the Iraq policy debate .
mturk_charts/no_data/two_col/21481.png,"There is less agreement in public views about other aspects of campaign coverage . Majorities say they want more coverage of the candidates ’ debates ( 57 % ) , their sources of campaign money ( 55 % ) , their personal backgrounds ( 55 % ) , and the candidates who are not frontrunners ( 55 % ) . However , a third or more says that they would like to see less coverage of each of these aspects of the presidential campaign . The public is decidedly unenthusiastic about one area of campaign coverage : just 42 % say they would like to see more coverage of which candidate is leading in the polls , while 45 % wants to see less coverage . That result , like others relating to campaign coverage , has changed very little since May.",same,"Besides more coverage of candidates' issue positions, what does the majority want from campaign news coverage?",same,"Majorities say they want more coverage of the candidates ’ debates ( 57 % ) , their sources of campaign money ( 55 % ) , their personal backgrounds ( 55 % ) , and the candidates who are not frontrunners ( 55 % ) .","Majorities say they want more coverage of the candidates ’ debates ( 57 % ) , their sources of campaign money ( 55 % ) , their personal backgrounds ( 55 % ) , and the candidates who are not frontrunners ( 55 % ) .",.,,,What the Public Wants From Campaign News,"Majorities say they want more coverage of the candidates ’ debates ( 57 % ) , their sources of campaign money ( 55 % ) , their personal backgrounds ( 55 % ) , and the candidates who are not frontrunners ( 55 % )"
mturk_charts/no_data/two_col/21154.png,"Public interest in economic news soared last week amid continued stock market volatility and concerns about a possible recession . More than four - in - ten Americans ( 42 % ) followed news about the condition of the U.S. economy very closely and 20 % listed this as the single news story they followed more closely than any other . That marks the highest level of public interest in economic news in five years . Interest was only somewhat greater during the recession of the early 1990s . When asked what one economic or financial problem they have been hearing the most about in the news recently , a plurality of Americans point to problems with the housing market . More than three - in - ten ( 31 % ) mention the sub - prime mortgage crisis , the increasing number of home foreclosures or falling home values . This is more than twice the percentage citing any other economic problem , and more than five times the number who cited the stock market during a week when the market lost more than 500 points .",same,Describe the main economic problems Americans heard from news sources.,answer1,"When asked what one economic or financial problem they have been hearing the most about in the news recently , a plurality of Americans point to problems with the housing market . More than three - in - ten ( 31 % ) mention the sub - prime mortgage crisis , the increasing number of home foreclosures or falling home values . This is more than twice the percentage citing any other economic problem , and more than five times the number who cited the stock market .","When asked what one economic or financial problem they have been hearing the most about in the news recently , a plurality of Americans point to problems with the housing market . More than three - in - ten ( 31 % ) mention the sub - prime mortgage crisis , the increasing number of home foreclosures or falling home values . This is more than twice the percentage citing any other economic problem , and more than five times the number who cited the stock market .",When asked what one economic financial problem they have been hearing most about news recently a plurality Americans point to problems with housing market This is more twice percentage citing any other economic problem and more five times who cited stock market,,,Economic Prob lems in the News Housing Crisis 31 Recession 14 Open ended question: What one economic or financial problem have you heard the most about,"More than three - in - ten ( 31 % ) mention the sub - prime mortgage crisis , the increasing number of home foreclosures or falling home values ."
mturk_charts/no_data/two_col/21071.png,"In other news , 28 % of the public followed news about the Iraq war very closely ( up slightly from 23 % last week ) . Iraq was the most closely followed story for 13 % of the public . The national media devoted 2 % of its coverage to the war .",same,Describe the proportion of the public following news related to Iraq war in the week of Jan 28 - Feb 3.,answer1,28 % of the public followed news about the Iraq war very closely . Iraq was the most closely followed story for 13 % of the public .,28 % of the public followed news about the Iraq war very closely . Iraq was the most closely followed story for 13 % of the public .,,( up slightly from 23 last week ),,Measuring News Interest Week of Jan 28 Feb 3 37 32,28 % of the public followed news about the Iraq war very closely ( up slightly from 23 % last week ) . Iraq was the most closely followed story for 13 % of the public .
mturk_charts/no_data/two_col/20808.png,"Public interest in the Iraq war remained consistent last week . About three - in - ten ( 29 % ) say they followed news from Iraq very closely , while 13 % say it was their top news story of the week . Those numbers are largely unchanged from the previous week . Pope Benedict XVI ’s visit to the U.S. was the media ’s second biggest story of the week , but generated only modest public interest . Overall , 13 % followed news about the pope ’s visit very closely and 6 % called it their top story .",same,Describe the proportion of the public following news related to Iraq war in the week of April 14-20.,same,"Public interest in the Iraq war remained consistent last week . About three - in - ten ( 29 % ) say they followed news from Iraq very closely , while 13 % say it was their top news story of the week .","Public interest in the Iraq war remained consistent last week . About three - in - ten ( 29 % ) say they followed news from Iraq very closely , while 13 % say it was their top news story of the week .",Public interest war remained consistent last . .,,,Measuring News Interest Week of April 14-20 29,"About three - in - ten ( 29 % ) say they followed news from Iraq very closely , while 13 % say it was their top news story of the week"
mturk_charts/no_data/two_col/20570.png,"The Chinese are as upbeat about the Olympics as they are about their national economy . Fully 96 % believe China ’s hosting of the games will be a success , and 56 % say it will be very successful . While this survey was in the field , the Olympic torch relay was being hounded by demonstrations in Britain , France , the United States , Argentina and elsewhere , and these protests received considerable coverage in the Western media . However in China , press coverage of the relay might have been more positive , because despite the negative international publicity generated by these events , nearly all of those surveyed think the games will improve China ’s global profile – a remarkably high 93 % say the Olympics will help the country ’s image around the world . Most Chinese not only see the Olympics as important for their country , they also feel a personal connection to the games . Roughly eight - in - ten ( 79 % ) say the Olympics are important to them personally , and 90 % feel this way in the host city , Beijing .",same,What was the opinion of the Chinese about the Beijing Olympics?,answer1,"The Chinese are about the Olympics . Fully 96 % believe China ’s hosting of the games will be a success . a remarkably high 93 % say the Olympics will help the country ’s image around the world . Most Chinese not only see the Olympics as important for their country , they also feel a personal connection to the games . Roughly eight - in - ten ( 79 % ) say the Olympics are important to them personally .","The Chinese are about the Olympics . Fully 96 % believe China ’s hosting of the games will be a success . a remarkably high 93 % say the Olympics will help the country ’s image around the world . Most Chinese not only see the Olympics as important for their country , they also feel a personal connection to the games . Roughly eight - in - ten ( 79 % ) say the Olympics are important to them personally .",remarkably high 93 help country image around world Most not only see important for country also feel personal connection to Roughly eight - in - ten ( 79 ) important to them personally,upbeat national economy and 56 it very successful,,The 2008 Summer Olympics.,"The Chinese are as upbeat about the Olympics as they are about their national economy . Fully 96 % believe China ’s hosting of the games will be a success , and 56 % say it will be very successful"
mturk_charts/no_data/two_col/20562.png,"Hispanic registered voters support Democrat Barack Obama for president over Republican John McCain by 66 % to 23 % , according to a nationwide survey of 2,015 Latinos conducted by the Pew Hispanic Center , a project of the Pew Research Center , from June 9 through July 13 , 2008 . The presumptive Democratic nominee ’s strong showing in this survey represents a sharp reversal in his fortunes from the primaries , when Obama lost the Latino vote to Hillary Clinton by a nearly two - to - one ratio , giving rise to speculation in some quarters that Hispanics were disinclined to vote for a black candidate .",same,Describe preference among Hispanic voters toward the presidential candidates.,answer1,Hispanic registered voters support Obama for president over McCain by 66 % to 23 % .,Hispanic registered voters support Obama for president over McCain by 66 % to 23 % .,.,Democrat Barack Republican John,,"Figure 1 Obama Leads Figure McCain by a Nearly Three to-One Ratio Among Hispanic Voters (registered Hispanic voters, Voter Preference for President ",Hispanic registered voters support Democrat Barack Obama for president over Republican John McCain by 66 % to 23 %
mturk_charts/no_data/two_col/19974.png,"The public paid very close attention to the inauguration of Barack Obama as president last week , while keeping a close eye on the nation ’s troubled economy . More than four - in - ten ( 42 % ) Americans say the inauguration of the nation ’s first black president was the news story they followed most closely . By comparison , 25 % say the same of the economy , according to the latest Pew Research Center weekly News Interest Index survey . The inauguration ’s many story lines – from complex logistics to analysis of Obama ’s speech – easily made that event the most reported story of the week . According to the weekly content analysis by the Pew Research Center ’s Project for Excellence in Journalism , the media devoted 24 % of the national newshole to the inauguration . The troubled economy was the second most covered story at 15 % of the newshole as several big stories kept people focused on the nation ’s financial woes despite the inaugural celebrations .",same,Describe the proportion of Americans saying the inauguration of the country's first black president was the news they followed most closely.,answer1,The public paid very close attention to the inauguration of Barack Obama as president . More than four - in - ten ( 42 % ) Americans say the inauguration of the nation ’s first black president was the news story they followed most closely .,The public paid very close attention to the inauguration of Barack Obama as president . More than four - in - ten ( 42 % ) Americans say the inauguration of the nation ’s first black president was the news story they followed most closely .,The public paid very close attention to Barack Obama as . .,,,News Interest vs News Coverage Inauguration,More than four - in - ten ( 42 % ) Americans say the inauguration of the nation ’s first black president was the news story they followed most closely
mturk_charts/no_data/two_col/19927.png,"Elsewhere in the region , the 2007 survey found little confidence in Chavez to do the right thing in world affairs among the Latin American countries surveyed . In fact , fewer than one - in - five said they have confidence in Chavez ’s ability as a global leader in Brazil ( 17 % ) , Mexico ( 17 % ) , Peru ( 15 % ) and Chile ( 14 % ) . Even in the country led by one of Chavez ’s closest allies — Bolivia ’s Evo Morales — only one - third expressed confidence in the Venezuelan leader . Opinions about Chavez were more mixed in Argentina , where nearly as many expressed confidence as lacked confidence ( 40 % vs. 43 % , respectively ) .",same,What is the opinion of Latin Americans about Chavez's ability to be a global leader in the past decades?,answer1,"There was little confidence in Chavez to do the right thing in world affairs among Latin American countries . In fact , fewer than one - in - five said they have confidence in Chavez ’s ability as a global leader in Brazil ( 17 % ) , Mexico ( 17 % ) , Peru ( 15 % ) and Chile ( 14 % ) . Even in Bolivia only one - third expressed confidence in Chavez . Opinions about Chavez were more mixed in Argentina , where nearly as many expressed confidence as lacked confidence ( 40 % vs. 43 % , respectively ) .","little confidence in Chavez to do the right thing in world affairs among Latin American countries . In fact , fewer than one - in - five said they have confidence in Chavez ’s ability as a global leader in Brazil ( 17 % ) , Mexico ( 17 % ) , Peru ( 15 % ) and Chile ( 14 % ) . Even in Bolivia only one - third expressed confidence in the Venezuelan leader . Opinions about Chavez were more mixed in Argentina , where nearly as many expressed confidence as lacked confidence ( 40 % vs. 43 % , respectively ) .",little to do right thing world affairs among Latin American countries,country led by of closest allies — Evo Morales —,"There was little confidence in Chavez to do the right thing in world affairs among Latin American countries . In fact , fewer than one - in - five said they have confidence in Chavez ’s ability as a global leader in Brazil ( 17 % ) , Mexico ( 17 % ) , Peru ( 15 % ) and Chile ( 14 % ) . Even in Bolivia only one - third expressed confidence in Chavez . Opinions about Chavez were more mixed in Argentina , where nearly as many expressed confidence as lacked confidence ( 40 % vs. 43 % , respectively ) .","Confide nce in Chavez Not muchyNNone 4, lotJSome ","In fact , fewer than one - in - five said they have confidence in Chavez ’s ability as a global leader in Brazil ( 17 % ) , Mexico ( 17 % ) , Peru ( 15 % ) and Chile ( 14 % ) . Even in the country led by one of Chavez ’s closest allies — Bolivia ’s Evo Morales — only one - third expressed confidence in the Venezuelan leader . Opinions about Chavez were more mixed in Argentina , where nearly as many expressed confidence as lacked confidence ( 40 % vs. 43 % , respectively ) ."
mturk_charts/no_data/two_col/19919.png,"The public followed the debate more closely than any other story last week by a wide margin amid continuing news of major job losses and stern warnings from Obama about the severity of the crisis . Some 47 % say the stimulus debate was the story they followed most closely , while 16 % say they followed reports about rising unemployment most closely . One - in - ten say they followed stories about a California mother giving birth to octuplets most closely .",same,Describe the kind of news the American public followed the most closely.,new_answer,"The public followed the stimulus debate more closely than any other story . Some 47 % say the stimulus debate was the story they followed most closely , while 16 % say they followed reports about rising unemployment most closely . One - in - ten say they followed stories about a California mother giving birth to octuplets most closely .","The public followed the debate more closely than any other story . Some 47 % say the stimulus debate was the story they followed most closely , while 16 % say they followed reports about rising unemployment most closely . One - in - ten say they followed stories about a California mother giving birth to octuplets most closely .",,,"The public followed the stimulus debate more closely than any other story . Some 47 % say the stimulus debate was the story they followed most closely , while 16 % say they followed reports about rising unemployment most closely . One - in - ten say they followed stories about a California mother giving birth to octuplets most closely .",News Interest vs News Coverage February25 Unemployment 16,"The public followed the debate more closely than any other story . Some 47 % say the stimulus debate was the story they followed most closely , while 16 % say they followed reports about rising unemployment most closely . One - in - ten say they followed stories about a California mother giving birth to octuplets most closely ."
mturk_charts/no_data/two_col/19883.png,"Americans continue to follow news about the economic crisis closely because they feel it is directly relevant to their lives . More than eight - in - ten ( 85 % ) say even when the economic news is bad they feel better knowing whatâ€ ™ s going on , while 77 % say they need to stay on top of economic news because it matters in the financial decisions they make .",same,Describe Americans' motivations for following economic news.,same,"Americans continue to follow news about the economic crisis closely because they feel it is directly relevant to their lives . More than eight - in - ten ( 85 % ) say even when the economic news is bad they feel better knowing what's going on , while 77 % say they need to stay on top of economic news because it matters in the financial decisions they make .","Americans continue to follow news about the economic crisis closely because they feel it is directly relevant to their lives . More than eight - in - ten ( 85 % ) say even when the economic news is bad they feel better knowing whatâ€ ™ s going on , while 77 % say they need to stay on top of economic news because it matters in the financial decisions they make .",Americans continue follow about crisis closely directly relevant their lives,,"Americans continue to follow news about the economic crisis closely because they feel it is directly relevant to their lives . More than eight - in - ten ( 85 % ) say even when the economic news is bad they feel better knowing what's going on , while 77 % say they need to stay on top of economic news because it matters in the financial decisions they make .",Public Reaction to Economic News Ofen feel this way,"More than eight - in - ten ( 85 % ) say even when the economic news is bad they feel better knowing whatâ€ ™ s going on , while 77 % say they need to stay on top of economic news because it matters in the financial decisions they make ."
mturk_charts/no_data/two_col/19858.png,"The economic crisis and the administration ’s response continued to be the top stories last week in terms of both public interest and media coverage . About a third of Americans ( 34 % ) say they followed news about the condition of the U.S. economy more closely than any other story last week , according to the latest News Interest Index survey conducted Feb. 27 - March 2 by the Pew Research Center for the People & amp ; the Press . Another 23 % list President Obama ’s budget proposal – with its mix of priority shifts and new spending to address current and longer - term concerns – as their top story of the week .",same,Describe the proportion of Americans that followed the news about the condition of the US economy more closely than any other story.,answer1,About a third of Americans ( 34 % ) say they followed news about the condition of the U.S. economy more closely than any other story .,About a third of Americans ( 34 % ) say they followed news about the condition of the U.S. economy more closely than any other story .,.,,,News Interest vs News Coverage February 23 March,About a third of Americans ( 34 % ) say they followed news about the condition of the U.S. economy more closely than any other story
mturk_charts/no_data/two_col/19791.png,"The most potent driver of all these trends has been the near doubling of the Latino share of suburban school district enrollment — to 20 % in 2006 - 07 , from 11 % in 1993 - 94 . Over this same time period , the black share grew to 15 % from 12 % and the Asian share rose slightly , to 6 % from 5 % . Overall , white students made up just 59 % of the enrollment in suburban public schools in 2006 - 07 , down from 72 % in 1993 - 94 .",same,Describe the trend in the distribution of school enrollment by race and ethnicity from the 1990s to the 2000s.,new_answer,"the Latino share of suburban school district enrollment nearly doubled — to 20 % in 2006 - 07 , from 11 % in 1993 - 94 . Over this same time period , the black share grew to 15 % from 12 % and the Asian share rose slightly , to 6 % from 5 % . Overall , white students made up just 59 % of the enrollment in suburban public schools in 2006 - 07 , down from 72 % in 1993 - 94 .","the near doubling of the Latino share of suburban school district enrollment — to 20 % in 2006 - 07 , from 11 % in 1993 - 94 . Over this same time period , the black share grew to 15 % from 12 % and the Asian share rose slightly , to 6 % from 5 % . Overall , white students made up just 59 % of the enrollment in suburban public schools in 2006 - 07 , down from 72 % in 1993 - 94 .",,,"the Latino share of suburban school district enrollment nearly doubled — to 20 % in 2006 - 07 , from 11 % in 1993 - 94 . Over this same time period , the black share grew to 15 % from 12 % and the Asian share rose slightly , to 6 % from 5 % . Overall , white students made up just 59 % of the enrollment in suburban public schools in 2006 - 07 , down from 72 % in 1993 - 94 .",Figure 1 by Race and Ethnicity 2006- 07 and 1993 .44,"the near doubling of the Latino share of suburban school district enrollment — to 20 % in 2006 - 07 , from 11 % in 1993 - 94 . Over this same time period , the black share grew to 15 % from 12 % and the Asian share rose slightly , to 6 % from 5 % . Overall , white students made up just 59 % of the enrollment in suburban public schools in 2006 - 07 , down from 72 % in 1993 - 94 ."
mturk_charts/no_data/two_col/19651.png,"People with children under 18 in their homes also were more likely to say they were following flu news most closely . More than four - in - ten ( 42 % ) of those people say they followed flu developments more closely than any other story , compared with 30 % of those without children under 18 in their homes . Meanwhile , one third ( 33 % ) say they followed news about the latest unemployment report very closely , while 8 % say that was the story they followed most closely . The unemployment report took up 3 % of the newshole , according to PEJ .",same,Describe the news interest of the public in the news about unemployment.,new_answer,"one third ( 33 % ) say they followed news about unemployment very closely , while 8 % say that was the story they followed most closely .","one third ( 33 % ) say they followed news about unemployment very closely , while 8 % say that was the story they followed most closely .",,,,Measuring News Interest Which one story did you,"one third ( 33 % ) say they followed news about unemployment very closely , while 8 % say that was the story they followed most closely ."
mturk_charts/no_data/two_col/19587.png,"Meanwhile , Americans continue to track news about the still - struggling economy closely . A quarter say this was the story they followed more closely than any other last week . Another 19 % say they followed the continuing financial troubles of U.S. automakers General Motors and Chrysler most closely . The media also maintained their focus on the economy . According to a separate analysis by the Pew Research Center ’s Project for Excellence in Journalism , reporting on the economic crisis accounted for 13 % of the newshole last week . That made it the leading story , though coverage of the horrific shooting at the U.S. Holocaust Memorial Museum in Washington was not far behind ( 11 % ) .",same,Describe the proportion of Americans that most closely following the news about the economy.,answer1,Americans tracked news about the still - struggling economy closely . A quarter say this was the story they followed more closely than any other last week .,Americans track news about the still - struggling economy closely . A quarter say this was the story they followed more closely than any other last week .,,"Meanwhile , continue to",Americans tracked news about the still - struggling economy closely . A quarter say this was the story they followed more closely than any other last week .,News Interest vs. News Coverage Gill St Chrysler 19 Holocaust museum 12,"Meanwhile , Americans continue to track news about the still - struggling economy closely . A quarter say this was the story they followed more closely than any other last week"
mturk_charts/no_data/two_col/19552.png,"The Pew Research Center ’s early - April survey found that the public ’s spending priorities vary greatly depending on the specific issue . At that time , more prioritized spending to make health care more accessible and affordable over reducing the budget deficit by a 59%-to-35 % margin , and a majority also prioritized increased education spending over deficit reduction by about the same margin . But when it came to spending more to develop new energy technology , opinion was divided more evenly , with 49 % prioritizing energy spending and 45 % deficit reduction .",same,Describe the public's opinion towards spending on new energy technology development compared to reducing the budget deficit.,answer1,"when it came to spending more to develop new energy technology , opinion was divided evenly , with 49 % prioritizing energy spending and 45 % deficit reduction .","when it came to spending more to develop new energy technology , opinion was divided evenly , with 49 % prioritizing energy spending and 45 % deficit reduction .",,,,"How Different Spending Priorities Match Up Pew Research Center, March 31 April 6 If you were setting priorities these days would you place a education system more energy to develop technology new ","when it came to spending more to develop new energy technology , opinion was divided more evenly , with 49 % prioritizing energy spending and 45 % deficit reduction ."
