img_path,summary,question,answer
mturk_charts/no_data/two_col/7460.png,"Just 17 % of Americans say that “ many of the country ’s problems could be dealt with more effectively if U.S. presidents did n’t have to worry so much about Congress or the courts , ” while 77 % take the view that “ it would be too risky to give U.S. presidents more power to deal directly with many of the country ’s problems ” – including sizable majorities of Democrats and Democratic - leaning independents ( 87 % ) and Republicans and Republican leaners ( 65 % ) .",How do Americans support the idea of giving more power to the President in dealing directly with the problems of other countries ?,"Just 17 % of Americans say that “ many of the country ’s problems could be dealt with more effectively if U.S. presidents did n’t have to worry so much about Congress or the courts , ” while 77 % take the view that “ it would be too risky to give U.S. presidents more power to deal directly with many of the country ’s problems ”"
mturk_charts/no_data/two_col/7503.png,"Only about a third of blacks say race relations in the U.S. are good . About six - in - ten blacks ( 61 % ) say race relations in the U.S. are generally bad , while just 34 % say relations are generally good . Whites are more split on the state of race relations in the country , with nearly equal shares saying relations are good ( 46 % ) as say they are bad ( 45 % ) . About nine - in - ten ( 88 % ) blacks say the country needs to continue making changes to give blacks equal rights with whites , compared with 53 % of whites . Immediately following the election of President Donald Trump , a far greater share of blacks ( 74 % ) than whites ( 43 % ) said they expected the election would lead to worse race relations .",What is the opinion of public about current state of race relation in U.S. ?,"in the U.S. are good . About six - in - ten blacks ( 61 % ) say race relations in the U.S. are generally bad , while just 34 % say relations are generally good . Whites are more split on the state of race relations in the country , with nearly equal shares saying relations are good ( 46 % ) as say they are bad ( 45 % ) . About nine - in - ten ( 88 % ) blacks say the country needs to continue making changes to give blacks equal rights with whites , compared with 53 % of whites ."
mturk_charts/no_data/two_col/7534.png,"African immigrants make up a small share of the nation ’s immigrant population , but their overall numbers are growing – roughly doubling every decade since 1970 , according to a new Pew Research Center analysis of U.S. Census Bureau data . There were 2.1 million African immigrants living in the United States in 2015 , up from 881,000 in 2000 and a substantial increase from 1970 when the U.S. was home to only 80,000 foreign - born Africans . They accounted for 4.8 % of the U.S. immigrant population in 2015 , up from 0.8 % in 1970 .",What was the change in African immigrants population living in the United States since 2000 ?,", according to a new Pew Research Center analysis of U.S. Census Bureau data . There were 2.1 million African immigrants living in the United States in 2015 , up from 881,000 in 2000"
mturk_charts/no_data/two_col/7624.png,"Other differences were not quite so large . About two - thirds of all Americans ( 64 % ) favor a ban on assault - style weapons and roughly the same share of police ( 67 % ) oppose such a restriction . More broadly , the surveys found that a larger share of police than the public believe it is more important to protect the rights of Americans to own guns than to control gun ownership ( 74 % of police vs. 53 % of the public ) .",What is the opinion of police about the rights of Americans to own guns ?,the surveys found that a larger share of police than the public believe it is more important to protect the rights of Americans to own guns than to control gun ownership ( 74 % of police vs. 53 % of the public )
mturk_charts/no_data/two_col/7681.png,"On Thursday , the White House announced its latest step in policy toward Cuba by ending a long - standing policy that treated Cubans seeking to enter the U.S. differently from other immigrants . Under the old policy , Cubans hoping to legally live in the U.S. needed only to show up at a port of entry and pass an inspection , which included a check of criminal and immigration history in the U.S. After a year in the country , they were allowed to apply for legal permanent residence . The new policy makes Cubans who attempt to enter the U.S. without a visa subject to removal , whether they arrive by sea or port of entry . Overall , 56,406 Cubans entered the U.S. via ports of entry in fiscal year 2016 , up 31 % from fiscal 2015 when 43,159 Cubans entered the same way , according to the latest U.S. Customs and Border Protection data . Fiscal 2015 saw an even larger surge , as Cuban entries jumped 78 % over 2014 , when 24,278 Cubans entered the U.S. And those 2014 numbers had already increased dramatically from previous years after the Cuban government lifted travel restrictions that year .",What is the trend in Cubans entering U.S. via ports since 2014 ?,"Overall , 56,406 Cubans entered the U.S. via ports of entry in fiscal year 2016 , up 31 % from fiscal 2015 when 43,159 Cubans entered the same way , according to the latest U.S. Customs and Border Protection data . Fiscal 2015 saw an even larger surge , as Cuban entries jumped 78 % over 2014 , when 24,278 Cubans entered the U.S."
mturk_charts/no_data/two_col/7700.png,"The public holds very different views of three world leaders : Vladimir Putin , Benjamin Netanyahu and Angela Merkel . By 69 % to 19 % more hold an unfavorable than favorable view of Russian President Vladimir Putin ; just 13 % do not offer a rating of him . Views of Israel Prime Minister Benjamin Netanyahu are mixed : 34 % view him favorably , while about as many ( 32 % ) view him unfavorably and 33 % are unable to offer a rating . German Chancellor Angela Merkel is not well known to the public : 48 % do not offer a rating of her ; 29 % view her favorably , while 23 % view her unfavorably .",What is the public view of German Chancellor Angela Merkel ?,"German Chancellor Angela Merkel is not well known to the public : 48 % do not offer a rating of her ; 29 % view her favorably , while 23 % view her unfavorably ."
mturk_charts/no_data/two_col/7713.png,"The opinions of police and the public also differ on some important issues facing the country . While a majority of the police and public support some gun control measures , roughly one - third of police ( 32 % ) but 64 % of the public favor banning assault - style weapons . And while 67 % of officers say the deaths of blacks in recent encounters with police are isolated incidents , less than half of the public ( 39 % ) shares this view .",How do the public and police view the police-black encounters ?,"And while 67 % of officers say the deaths of blacks in recent encounters with police are isolated incidents , less than half of the public ( 39 % ) shares this view ."
mturk_charts/no_data/two_col/7721.png,"Democrats are also more likely to support the sanctions and actions taken against Russia as a response . Among those who have heard about the allegations , 51 % of Democrats view the response as about right , while 37 % say the sanctions and actions do not go far enough and just 7 % say they go too far . By comparison , about a third of Republicans ( 35 % ) say the sanctions and actions against Russia go too far , while 39 % say they are about right and just 17 % say they do not go far enough .",What is the opinion among Democrats in relation to action against Russia ?,"Democrats are also more likely to support the sanctions and actions taken against Russia as a response . Among those who have heard about the allegations , 51 % of Democrats view the response as about right , while 37 % say the sanctions and actions do not go far enough and just 7 % say they go too far"
mturk_charts/no_data/two_col/7724.png,"Ahead of Donald Trump ’s scheduled press conference in New York City on Wednesday , the public continues to give the president - elect low marks for how he is handling the transition process . Most disapprove of the job he has done outlining his plans for the country ’s future and there remain widespread concerns about his potential conflicts of interest – though these concerns are somewhat lower than they were a month ago . In addition , Trump is at odds with the public over his tax returns : A wide majority says he has a responsibility to release his tax returns , a step he has yet to take . The latest national survey by Pew Research Center , conducted Jan. 4 - 9 among 1,502 adults , finds that 39 % approve of the job President - elect Trump has done so far explaining his policies and plans for the future to the American people , while a larger share ( 55 % ) say they disapprove . Overall ratings have changed little since December and remain highly partisan : 72 % of Republicans and Republican leaners approve of the job he is doing , compared with just 13 % of Democrats and Democratic leaners .",What is the approving and disapproving trend among Republicans and Democrats for the job the President has done ?,"72 % of Republicans and Republican leaners approve of the job he is doing , compared with just 13 % of Democrats and Democratic leaners ."
mturk_charts/no_data/two_col/7726.png,"While Trump has yet to release his personal tax returns , the public thinks that he has a responsibility to do so : 60 % say this , compared with 33 % who say he does not have a responsibility to release his tax returns . By 79 % to 17 % , more Democrats and Democratic leaners say Trump has a responsibility to release his tax returns than say he does not . Among Republicans and Republican leaners , 38 % say he has a responsibility to do this , compared with 53 % who say he does not have this responsibility .",What do the public think about releasing the personal tax returns of Trump ?,"the public thinks that he has a responsibility to do so : 60 % say this , compared with 33 % who say he does not have a responsibility to release his tax returns"
mturk_charts/no_data/two_col/7780.png,"For the most part , Americans ’ conversations about the election have not led to arguments , though 38 % of the public says they have had an argument about the election or its outcome . Still , just 9 % characterize the arguments as “ major . ” In July , a nearly identical share of registered voters ( 37 % ) said they had argued about the election .",Describe how Americans view arguments about elections or their outcomes ?,"38 % of the public says they have had an argument about the election or its outcome . Still , just 9 % characterize the arguments as “ major . ” In July , a nearly identical share of registered voters ( 37 % ) said they had argued about the election"
mturk_charts/no_data/two_col/7781.png,"As we found during the campaign , Republicans and Democrats are more likely to discuss the election with people on their side than with those on the other side . Eight - in - ten Republicans and Republican leaners say they ’ve had a conversation with someone who supported Trump , and about seven - in - ten Democrats and Democratic leaners ( 72 % ) say they ’ve had a conversation with someone who supported Hillary Clinton . By contrast , fewer Republicans ( 45 % ) and Democrats ( 40 % ) say they ’ve had a conversation with a supporter of the other candidate .",Describe the proportion of Republicans and Democrats are likely to discuss the election more with people from their political spectrum than from other spectrums?,"Eight - in - ten Republicans and Republican leaners say they ’ve had a conversation with someone who supported Trump , and about seven - in - ten Democrats and Democratic leaners ( 72 % ) say they ’ve had a conversation with someone who supported Hillary Clinton"
mturk_charts/no_data/two_col/7813.png,"Finally , this survey documents a pronounced shift in how Americans engage with one of the oldest elements of the modern economy : physical currency . Today nearly one - quarter ( 24 % ) of Americans indicate that none of the purchases they make in a typical week involve cash . And an even larger share – 39 % – indicates that they do n’t really worry about having cash on hand , since there are so many other ways of paying for things these days . Nonwhites , low - income Americans and those 50 and older are especially likely to rely on cash as a payment method . Among the other findings of this national survey of 4,787 U.S. adults conducted from Nov. 24 to Dec. 21 , 2015 :",Describe ethnic groups that are more likely to rely on cash as their primary payment method?,"Nonwhites , low - income Americans and those 50 and older are especially likely to rely on cash as a payment method"
mturk_charts/no_data/two_col/7817.png,"The Obama administration deported 333,341 unauthorized immigrants in the 2015 fiscal year , a decline of about 81,000 ( or 20 % ) from the prior year , according to newly released data from the Department of Homeland Security . The number of deportations fell for the second year in a row and reached its lowest level since 2007 , during the George W. Bush administration . The decline in deportations occurred among non - criminal and criminal immigrants alike . Deportations of immigrants without a criminal conviction fell from 247,000 in 2014 to 193,000 in 2015 , a 22 % drop and the first in four years . Deportations of immigrants with a criminal conviction fell 17 % between fiscal 2014 and 2015 , from 168,000 to 140,000 . It is only the third time that the number of deportations of immigrants with a criminal conviction has fallen since at least 1981 . ( Fiscal 2016 data are not yet available . )",What was the trend in the number of deportees under the Obama administration?,"The Obama administration deported 333,341 unauthorized immigrants in the 2015 fiscal year , a decline of about 81,000 ( or 20 % ) from the prior year , according to newly released data from the Department of Homeland Security . The number of deportations fell for the second year in a row and reached its lowest level since 2007 , during the George W. Bush administration . The decline in deportations occurred among non - criminal and criminal immigrants alike . Deportations of immigrants without a criminal conviction fell from 247,000 in 2014 to 193,000 in 2015 , a 22 % drop and the first in four years . Deportations of immigrants with a criminal conviction fell 17 % between fiscal 2014 and 2015 , from 168,000 to 140,000 . It is only the third time that the number of deportations of immigrants with a criminal conviction has fallen since at least 1981 ."
mturk_charts/no_data/two_col/7957.png,"The number of physical assaults against Muslims in the United States reached 9/11 - era levels last year , according to a Pew Research Center analysis of new hate crimes statistics from the FBI . There were 91 reported aggravated or simple assaults motivated by anti - Muslim bias in 2015 , just two shy of the 93 reported in 2001 . Separately , the number of anti - Muslim intimidation crimes – defined as threatening bodily harm — also rose in 2015 , with 120 reported to the FBI . Again , this was the most anti - Muslim intimidation crimes reported in any year since 2001 , when there were 296 .",What is the trend in Anti-Muslim assault since 2001 ?,"There were 91 reported aggravated or simple assaults motivated by anti - Muslim bias in 2015 , just two shy of the 93 reported in 2001 . Separately , the number of anti - Muslim intimidation crimes – defined as threatening bodily harm — also rose in 2015 , with 120 reported to the FBI . Again , this was the most anti - Muslim intimidation crimes reported in any year since 2001 , when there were 296 ."
mturk_charts/no_data/two_col/8132.png,"Nevertheless , the Japanese are divided on how best to deal with their superpower neighbor . In thinking about relations with China , 47 % say having a strong economic relationship is the most important thing to do , while 45 % believe the best way forward is to be tough on territorial disputes between Japan and China .",What is Japanese opinion on economic relation and territorial disputes with China ?,"In thinking about relations with China , 47 % say having a strong economic relationship is the most important thing to do , while 45 % believe the best way forward is to be tough on territorial disputes between Japan and China ."
mturk_charts/no_data/two_col/8149.png,"GOP voters see a divided party . In the view of most voters – including most Republicans – the GOP will face the election deeply divided . Fully 80 % of registered voters say the party is mostly divided in its views on issues and vision for the future , while just 17 % say it is mostly united . Seven - in - ten Republican and Republican - leaning voters say the GOP is mostly divided , as do 89 % of Democrats .",What is the registered voters opinion on Republican party and its views on issues and vision for the future ?,"Fully 80 % of registered voters say the party is mostly divided in its views on issues and vision for the future , while just 17 % say it is mostly united . Seven - in - ten Republican and Republican - leaning voters say the GOP is mostly divided"
mturk_charts/no_data/two_col/8163.png,"Meanwhile , roughly half of users feel the political conversations they see on social media are angrier ( 49 % ) , less respectful ( 53 % ) and less civil ( 49 % ) than those in other areas of life . At the same time , a notable minority feels that the political discussions they see on social media are largely reflective of the political discussions they witness in other areas of their lives : For instance , 39 % of users feel that these interactions are no more less respectful than other political interactions they encounter . And a small share finds political debates on social media to be more civil ( 7 % ) , more informative ( 14 % ) and more focused on important policy issues ( 10 % ) than those they see elsewhere .",How do users of social media feel about using it as a venue for political conversation ?,"Meanwhile , roughly half of users feel the political conversations they see on social media are angrier ( 49 % ) , less respectful ( 53 % ) and less civil ( 49 % ) than those in other areas of life . At the same time , a notable minority feels that the political discussions they see on social media are largely reflective of the political discussions they witness in other areas of their lives : For instance , 39 % of users feel that these interactions are no more less respectful than other political interactions they encounter . And a small share finds political debates on social media to be more civil ( 7 % ) , more informative ( 14 % ) and more focused on important policy issues ( 10 % ) than those they see elsewhere ."
mturk_charts/no_data/two_col/8280.png,"Meanwhile , more than three - in - ten say water and air pollution are very big problems , and about seven - in - ten consider them at least a moderately big problem . Moreover , many Chinese are willing to make tradeoffs to address environmental challenges . Half of those polled believe China should reduce air pollution even if it means slower economic growth , while just 24 % think air pollution is the necessary price of a growing economy .",How willing are the Chinese to reduce air pollution at the expense of slower economic growth ?,"Moreover , many Chinese are willing to make tradeoffs to address environmental challenges . Half of those polled believe China should reduce air pollution even if it means slower economic growth , while just 24 % think air pollution is the necessary price of a growing economy ."
mturk_charts/no_data/two_col/8339.png,"Several factors help explain people ’s views about emerging technologies and their potential use to augment human abilities . Opinions about implanting devices often hinge on whether the effects would be permanent and irreversible . Asked specifically about the possibility that the effects of an implanted brain chip would be permanent , about half of U.S. adults ( 51 % ) say this would make the idea less acceptable to them .",How acceptable are the Americans to implant a permanent brain chip for an improved cognitive ability ?,"Asked specifically about the possibility that the effects of an implanted brain chip would be permanent , about half of U.S. adults ( 51 % ) say this would make the idea less acceptable to them ."
mturk_charts/no_data/two_col/8454.png,"Regional growth patterns have changed some following the start of the Great Recession . While counties in the South continued to account for the largest share of the nation ’s Hispanic population growth ( 43 % between 2007 and 2014 , a small decline from 44 % between 2000 and 2007 ) , counties in the Northeast – particularly those in New Jersey , New York and Pennsylvania – accounted for a larger share of national Hispanic population growth since 2007 than in 2000 - 2007 ( 14 % vs. 11 % , respectively ) . 2 There was a small decline for all of the other regions of the U.S. during these periods .",Describe the Hispanic population growth in south counties since 2000 ?,"While counties in the South continued to account for the largest share of the nation ’s Hispanic population growth ( 43 % between 2007 and 2014 , a small decline from 44 % between 2000 and 2007 )"
mturk_charts/no_data/two_col/8479.png,"American voters are generally skeptical that either Hillary Clinton or Donald Trump would make a “ great ” or “ good ” president . But another dynamic in the 2016 presidential election is the significant share of voters who say their vote is based more on which candidate they are against rather than which one they are for . In a recent Pew Research Center survey , 53 % of Clinton supporters say they consider their vote more in support of her , while 46 % say their vote is more against Trump . Negative voting is somewhat more prevalent among Trump supporters : 53 % say their vote is primarily against Clinton . Fewer ( 44 % ) say their vote is in support of Trump .",Describe the trend of negative voting among Clinton and Trump supporters in 2008 campaign ?,"In a recent Pew Research Center survey , 53 % of Clinton supporters say they consider their vote more in support of her , while 46 % say their vote is more against Trump . Negative voting is somewhat more prevalent among Trump supporters : 53 % say their vote is primarily against Clinton . Fewer ( 44 % ) say their vote is in support of Trump ."
mturk_charts/no_data/two_col/8488.png,"The Obama administration deported 414,481 unauthorized immigrants in fiscal year 2014 , a drop of about 20,000 ( or 5 % ) from the prior year , newly released Department of Homeland Security data show . A total 2.4 million were deported under the administration from fiscal 2009 to 2014 , including a record 435,000 in 2013 , according to a Pew Research Center analysis of the data . The overall decrease is driven by a significant decline in deportations of immigrants with a criminal conviction – from 199,000 in 2013 to 168,000 in 2014 . The 16 % drop is just the second decline on record ( 1981 is the first year for which deportation data of those with criminal convictions are available ) . Some of this decline can be attributed to an increased focus in recent years on deporting at - large convicted criminals , as well as to an increase in 2014 in the number of state and local law enforcement agencies that did not honor immigration authorities ’ requests to detain for deportation those who were in jail .",Describe the trend in deporting unauthorised immigrants from fiscal 2009 to 2014 ?,"The Obama administration deported 414,481 unauthorized immigrants in fiscal year 2014 , a drop of about 20,000 ( or 5 % ) from the prior year , newly released Department of Homeland Security data show A total 2.4 million were deported under the administration from fiscal 2009 to 2014 , including a record 435,000 in 2013 , according to a Pew Research Center analysis of the data . The overall decrease is driven by a significant decline in deportations of immigrants with a criminal conviction – from 199,000 in 2013 to 168,000 in 2014"
mturk_charts/no_data/two_col/8506.png,"Religious people tend to be more skeptical of embryonic gene editing than those who are less religious . Only 34 % of highly religious adults ( based on an index of common measures ) say they would want to employ gene editing to reduce their child ’s risk of disease . Among those who have a low level of religious commitment , almost twice as many ( 63 % ) tell us they would want to use the technology on their children . Highly religious Americans tend to see gene editing as crossing a line and “ meddling with nature , ” while those who are less religious are more inclined to say it is no different than other ways humans have tried to better themselves .",Describe the distribution of religious people who want gene editing in U.S. ?,Only 34 % of highly religious adults ( based on an index of common measures ) say they would want to employ gene editing to reduce their child ’s risk of disease
mturk_charts/no_data/two_col/8526.png,"Pew Research Center ’s new national political survey finds that just 38 % of registered voters who support Trump are very confident their vote will be accurately counted . Another 31 % say they are somewhat confident , while 30 % have little or no confidence their vote will be counted accurately . The gap between the two camps is about as large among those who express confidence in an accurate vote count nationally . Nearly half of Clinton supporters ( 49 % ) and just 11 % of Trump supporters are highly confident that votes across the country will be counted accurately .",How do Trump supporters think about the accuracy of vote counting ?,"Pew Research Center ’s new national political survey finds that just 38 % of registered voters who support Trump are very confident their vote will be accurately counted . Another 31 % say they are somewhat confident , while 30 % have little or no confidence their vote will be counted accurately"
mturk_charts/no_data/two_col/8546.png,"However , districts ’ willingness to split their tickets – choose one party ’s presidential nominee and the other party ’s candidate for representative – has been on a steep decline for more than two decades . In 2012 , only 26 House districts out of 435 ( 6 % ) split their votes , according to our analysis of district - level election results . Of these , 17 voted to re - elect President Obama but sent a GOP representative to Capitol Hill ; nine opted for Mitt Romney and also a Democratic representative . ( On an individual voter level , a Pew Research Center analysis in 2014 estimated that about eight - in - ten likely voters in areas with multiple major contests would vote a straight - party ticket that fall . Split - ticket voting also has declined at the state level . ) First , split - ticket districts were overwhelmingly Republican for the presidency but Democratic when it came to the House ( a combined 92.6 % of all split - ticket districts in the five election cycles between 1972 and 1988 ) . And second , tickets in Southern districts were far more likely to be split than those in any other region : Of all districts that split their presidential and House votes between 1972 and 1988 , 41.2 % were from Southern states even though the South accounted for just 31.5 % of all House seats . This was well above the shares in any of the other three Census - defined regions . In 1972 , two - thirds of all Southern districts split their presidential and House votes ; as recently as 1988 more than half still did .",What was the trend in splitting voting among presidential candidates in between 1972 and 1988 ?,"First , split - ticket districts were overwhelmingly Republican for the presidency but Democratic when it came to the House ( a combined 92.6 % of all split - ticket districts in the five election cycles between 1972 and 1988 ) . And second , tickets in Southern districts were far more likely to be split than those in any other region : Of all districts that split their presidential and House votes between 1972 and 1988 , 41.2 % were from Southern states even though the South accounted for just 31.5 % of all House seats . This was well above the shares in any of the other three Census - defined regions . In 1972 , two - thirds of all Southern districts split their presidential and House votes ; as recently as 1988 more than half still did ."
mturk_charts/no_data/two_col/8555.png,"About three - quarters of Trump supporters ( 76 % ) say they have recently had a conversation about the election with a fellow Trump supporter , while only about half as many ( 37 % ) have discussed the election with someone who favors Clinton . Clinton supporters are similarly one - sided in their political discussions : 72 % say recent conversations about the election have been with other Clinton supporters , while just 40 % say they have been with Trump backers .",What is the trend in conversation with like minded voters by Trump and Clinton supporters ?,About three - quarters of Trump supporters ( 76 % ) say they have recently had a conversation about the election with a fellow Trump supporter Clinton supporters are similarly one - sided in their political discussions : 72 % say recent conversations about the election have been with other Clinton supporters
mturk_charts/no_data/two_col/8560.png,"By about two - to - one , voters say that their recent conversations about the election have been more about the candidates ’ personalities and comments ( 59 % ) than about specific issues or policy positions ( 32 % ) . Though both Trump and Clinton supporters are more likely to say their conversations have been focused on personalities and comments rather than issues and policies , Clinton supporters are particularly likely to say this ( 66 % vs. 53 % of Trump supporters ) .",What is the voters opinion about election talks on topics ?,"By about two - to - one , voters say that their recent conversations about the election have been more about the candidates ’ personalities and comments ( 59 % ) than about specific issues or policy positions ( 32 % )"
