img_path,summary,question,answer
mturk_charts/no_data/multi_col/142.png,"Americans by and large say that the United Kingdom is the preeminent foreign partner , with 27 % mentioning the UK as the most important foreign policy partner . A further 14 % of Americans name China and 10 % say Israel .",What is the opinion of Americans about foreign policy partner ?,"Americans by and large say that the United Kingdom is the preeminent foreign partner , with 27 % mentioning the UK as the most important foreign policy partner . A further 14 % of Americans name China and 10 % say Israel ."
mturk_charts/no_data/multi_col/140.png,"When asked about partnering on key issues , a majority of Germans say that the U.S. is not a partner on nearly every issue tested . Fewer than four - in - ten say that the U.S. is a partner on dealing with China , promoting free trade , protecting democracy and human rights , and protecting the environment . In fact , a mere 12 % of Germans say the U.S. is a partner on the environment .",Describe the opinion of Germans on Germany's relationship with the US and on general issues?,"When asked about partnering on key issues , a majority of Germans say that the U.S. is not a partner on nearly every issue tested . Fewer than four - in - ten say that the U.S. is a partner on dealing with China , promoting free trade , protecting democracy and human rights , and protecting the environment . In fact , a mere 12 % of Germans say the U.S. is a partner on the environment"
mturk_charts/no_data/multi_col/143.png,"In the U.S. , both Republicans and Democrats name the UK as their most trusted partner , although Democrats are more likely to say this . Republicans are also more likely to name Israel as the preeminent partner than are Democrats . But equal shares from both parties see Germany as a top partner , and the same can be said of China .","For Republicans and Democrats, which is the biggest partner of between countries?","In the U.S. , both Republicans and Democrats name the UK as their most trusted partner , although Democrats are more likely to say this"
mturk_charts/no_data/multi_col/144.png,"While many Americans and Germans name China as the most important partner , negative attitudes toward the Asian superpower have increased in both countries over the past year . The two publics have also become more likely to prioritize U.S.-German ties over relations with China . In the September 2020 survey , 55 % of Americans prefer to have a close relationship with Germany rather than China ( 35 % ) . This is a significant change from just April of this year , when 44 % wanted a close relationship with Germany and 43 % wanted the same with China . A similar shift is seen in Germany . In April , nearly equal numbers wanted to have a close relationship with China ( 36 % ) as said the U.S. ( 37 % ) . But now , a majority of Germans say they prefer the U.S. ( 55 % ) over China ( 27 % ) , similar to sentiment in late 2019 , before the pandemic .",What proportion of Americans preferred to have a close relationship with Germany over China?,55 % of Americans prefer to have a close relationship with Germany rather than China ( 35 % )
mturk_charts/no_data/multi_col/145.png,"Despite the overall sentiment in the U.S. that favors a stronger relationship with Germany , younger Americans are more divided . About four - in - ten of those ages 18 to 29 say it is more important to have a close relationship with Germany , compared with 47 % who say the same about China . Older Americans are much more likely to prefer Germany over China . In general , various Pew Research Center surveys have shown older people in the U.S. , Germany and elsewhere across advanced economies have more negative views of China .",What is the opinion of younger generation about U.S. relationship with China and Germany ?,". About four - in - ten of those ages 18 to 29 say it is more important to have a close relationship with Germany , compared with 47 % who say the same about China"
mturk_charts/no_data/multi_col/148.png,"Prior to “ lockdown light ” in Germany and coronavirus cases soaring past records in early November in the U.S. , Germans were more likely than Americans to say that countries will cooperate more with other countries once the coronavirus crisis is over . In a slight increase from April , near the beginning of the outbreak , 46 % of Germans say that they expect countries will cooperate more with one another , while the share who say that countries will increase their focus on national interests declined 7 percentage points . On the other hand , the belief that countries will become more insular is slightly up among Americans , rising to 35 % from 29 % .",What is the trend in opinion of Germans about cooperation among countries after coronavirus crisis over ?,"Germans were more likely than Americans to say that countries will cooperate more with other countries once the coronavirus crisis is over . In a slight increase from April , near the beginning of the outbreak , 46 % of Germans say that they expect countries will cooperate more with one another , while the share who say that countries will increase their focus on national interests declined 7 percentage points . On the other hand , the belief that countries will become more insular is slightly up among Americans , rising to 35 % from 29 % ."
mturk_charts/no_data/multi_col/158.png,"Trump voters , who already were skeptical of the electoral process and prospects for an accurate vote count before the election in October , have become much more so since Biden ’s victory . While a 59 % majority of all voters say elections in the United States were run and administered well , just 21 % of Trump supporters have a positive view of how elections were administered nationally . Among Biden supporters , 94 % say the elections were run and administered well .",What is the opinion of the Biden supporters and Trump supporters about election administration ?,"Trump voters , who already were skeptical of the electoral process and prospects for an accurate vote count before the election in October , have become much more so since Biden ’s victory . While a 59 % majority of all voters say elections in the United States were run and administered well , just 21 % of Trump supporters have a positive view of how elections were administered nationally . Among Biden supporters , 94 % say the elections were run and administered well ."
mturk_charts/no_data/multi_col/159.png,"The weeks since Biden ’s victory have been marked by the Trump campaign ’s frantic and thus far unsuccessful attempts to challenge the election results in several states . Voters express much more positive views of Biden ’s conduct since the election than Trump ’s – and 57 % say the Trump campaign ’s legal challenges to the voting and ballot counting process should end . A majority of voters ( 62 % ) say Biden ’s post - election conduct has been excellent or good , while just half as many ( 31 % ) give Trump positive ratings for his conduct since the election . About seven - in - ten ( 68 % ) view Trump ’s conduct as only fair or poor , with a 54 % majority rating it poor .",What is the voters opinion about post election conducts of Trump and Biden ?,"A majority of voters ( 62 % ) say Biden ’s post - election conduct has been excellent or good , while just half as many ( 31 % ) give Trump positive ratings for his conduct since the election . About seven - in - ten ( 68 % ) view Trump ’s conduct as only fair or poor , with a 54 % majority rating it poor ."
mturk_charts/no_data/multi_col/161.png,"Nearly half of voters say they voted by mail or absentee . Largely because of concerns over the pandemic , mail and absentee voting increased dramatically in 2020 . Nearly half of voters ( 46 % ) say they voted by absentee or mail – including 18 % who report casting ballots by mail for the first time . A 54 % majority say they voted in person , with equal shares voting on Election Day or before the election .",What is the voting method among voters in 2020 election ?,". Nearly half of voters ( 46 % ) say they voted by absentee or mail – including 18 % who report casting ballots by mail for the first time . A 54 % majority say they voted in person , with equal shares voting on Election Day or before the election"
mturk_charts/no_data/multi_col/166.png,"What have people around the world not liked about Trump ? Our 37 - nation survey in 2017 found that many did not like his personal characteristics or leadership style . Majorities said he was arrogant , intolerant and dangerous . Few considered him well - qualified or believed that he cares about ordinary people .",What is the global views of Trump characteristics ?,"Our 37 - nation survey in 2017 found that many did not like his personal characteristics or leadership style . Majorities said he was arrogant , intolerant and dangerous . Few considered him well - qualified or believed that he cares about ordinary people"
mturk_charts/no_data/multi_col/167.png,"Across 33 nations surveyed in 2019 , a median of 55 % disapproved of the U.S. allowing fewer immigrants into the country ; just 34 % approved . A median of six - in - ten opposed building a wall on the U.S.-Mexico border . And majorities opposed Trump ’s efforts to erect trade barriers in addition to physical barriers , with a median of nearly seven - in - ten ( 68 % ) disapproving of increased U.S. tariffs or fees on imported goods .",What is the global opinion in Trump's policy of allowing fewer immigrants to U.S. ?,"Across 33 nations surveyed in 2019 , a median of 55 % disapproved of the U.S. allowing fewer immigrants into the country ; just 34 % approved"
mturk_charts/no_data/multi_col/170.png,"Prior to the recent surge , however , new case rates across the EU were much flatter than in the U.S. , and most people in eight EU countries thought their own country – and the bloc as a whole – had done a good job dealing with the pandemic , according to a Pew Research Center survey conducted between June 10 and Aug. 3 , 2020 . Here ’s a closer look at findings from the survey , as well as public health and economic data about how the EU has been faring during the pandemic . Most people in the surveyed countries approved of how the EU was handling COVID-19 . As of August , half or more in every country surveyed said the EU had done a good job handling the outbreak , including around two - thirds or more in Germany ( 68 % ) , Denmark ( 68 % ) , the Netherlands ( 66 % ) and Spain ( 65 % ) . Spaniards , in fact , were more approving of the EU ’s response than of their own country ’s ( 65 % vs. 54 % ) .",What is the trend among Europeans in approving their own countries handling of COVID-19 ?,"As of August , half or more in every country surveyed said the EU had done a good job handling the outbreak , including around two - thirds or more in Germany ( 68 % ) , Denmark ( 68 % ) , the Netherlands ( 66 % ) and Spain ( 65 % ) . Spaniards , in fact , were more approving of the EU ’s response than of their own country ’s ( 65 % vs. 54 % ) ."
mturk_charts/no_data/multi_col/175.png,"Outside of China , Europe was home to some of the first major coronavirus hotspots – as well as some of the most stringent early national quarantine requirements to curb the spread . Results of a summer survey – conducted before a second surge in cases began , in earnest , in September – indicate that people in most European Union nations approved not only of their national governments ’ response to COVID-19 , but also of how the EU had handled the outbreak . Across the eight EU member nations surveyed between June and August 2020 , a median of 61 % said the EU had done a good job dealing with the COVID-19 pandemic . Approval was highest in Germany and the Netherlands , where 68 % in each country applauded the bloc ’s efforts . At least half or more in every EU country surveyed approved of the EU ’s response .",What is the opinion about 'EU dealing with VOVID-19' by EU member nations ?,". Across the eight EU member nations surveyed between June and August 2020 , a median of 61 % said the EU had done a good job dealing with the COVID-19 pandemic . Approval was highest in Germany and the Netherlands , where 68 % in each country applauded the bloc ’s efforts . At least half or more in every EU country surveyed approved of the EU ’s response"
mturk_charts/no_data/multi_col/184.png,"Across these five non - European countries , evaluations of how well the European Union handled COVID-19 varied widely . In both Canada and the U.S. , around six - in - ten or more said the EU had done a good job when surveyed this summer . In Australia , evaluations were mixed : 46 % approved of the EU ’s handling of the global pandemic while 45 % said it had done a poor job . And in Japan and South Korea , half or more said the EU had done a bad job dealing with the outbreak ( 52 % and 78 % , respectively ) . While overall favorability of the EU also varied widely across these countries – from a low of 47 % in Japan to a high of 71 % in Canada – in each country , perceptions of how well the EU had done handling COVID-19 is related to favorability of the EU .","Describe the trend among people from the US, Canada, Australia, Japan and Korea on how the EU has dealt with the global pandemic?","In both Canada and the U.S. , around six - in - ten or more said the EU had done a good job when surveyed this summer . In Australia , evaluations were mixed : 46 % approved of the EU ’s handling of the global pandemic while 45 % said it had done a poor job . And in Japan and South Korea , half or more said the EU had done a bad job dealing with the outbreak ( 52 % and 78 % , respectively )"
mturk_charts/no_data/multi_col/186.png,"Among Democrats , those with high political knowledge are more than three times as likely to say they have heard about QAnon ( 85 % ) as those with low political knowledge ( 25 % ) . And though fewer Republicans overall have heard of QAnon , those with high political knowledge are more than twice as likely ( 59 % ) as those with low political knowledge ( 24 % ) to have heard at least a little about QAnon . ( You can find more details of the political knowledge index here . )",Describe the proportion of highly politically knowledgeable Democrats who have ever heard of QAnon?,"Among Democrats , those with high political knowledge are more than three times as likely to say they have heard about QAnon ( 85 % ) as those with low political knowledge ( 25 % )"
mturk_charts/no_data/multi_col/187.png,"The majority of Americans who have heard of QAnon think it ’s a bad thing for the country . Among those who have heard of the conspiracy theories , 57 % say QAnon is a “ very bad ” thing for the country . Another 17 % say it is “ somewhat bad . ” That compares with 20 % who say it is a somewhat or very good thing , while 6 % did not answer . Democrats who have heard of QAnon are more likely than their Republican counterparts to say it ’s bad for the country . Almost eight - in - ten Democrats who have heard of QAnon ( 77 % ) say it is a “ very bad ” thing for the country , and another 13 % say it is a somewhat bad thing . On the other hand , only about a quarter of Republicans who have heard of QAnon ( 26 % ) feel it is very bad for the country , while 24 % say it is somewhat bad . Indeed , roughly four - in - ten Republicans who have heard of QAnon ( 41 % ) say it is a good thing for the country ( 32 % somewhat good and 9 % very good ) .",Describe the trend among Americans about QAnon and what it might mean for the country?,"The majority of Americans who have heard of QAnon think it ’s a bad thing for the country . Among those who have heard of the conspiracy theories , 57 % say QAnon is a “ very bad ” thing for the country . Another 17 % say it is “ somewhat bad . ” That compares with 20 % who say it is a somewhat or very good thing , while 6 % did not answer ."
mturk_charts/no_data/multi_col/188.png,"When asked to describe QAnon , people most often mentioned that it was a group of some kind ( 41 % ) or a conspiracy group or theory ( 44 % ) . When Americans who said they had heard at least a little about QAnon were asked to write in their own words what they thought it was , they were most likely to describe it as a group of some kind or include a more specific description of it as a conspiracy group or theory . Far fewer wrote in other kinds of descriptions . Two - in - ten mentioned that it is a right - wing group or theory ( 20 % ) or that it is a theory about child abuse or trafficking ( 20 % ) . Another 16 % connected it directly to President Donald Trump , either by saying that Trump supports the group or that the group views him as a hero , savior or victim . ( Responses could fit into more than one of these categories . )",Describe the proportion of people who believe that QAnon was a conspiracy group?,"When asked to describe QAnon , people most often mentioned that it was a group of some kind ( 41 % ) or a conspiracy group or theory ( 44 % )"
mturk_charts/no_data/multi_col/195.png,"Americans both see this problem and want to address it . Overwhelming majorities of both Trump ( 86 % ) and Biden ( 89 % ) supporters surveyed this fall said that their preferred candidate , if elected , should focus on addressing the needs of all Americans , “ even if it means disappointing some of his supporters . ”","Describe the proportion of Trump and Biden supporters who said that if their candidate wins, he should focus on meeting the needs of all Americans?","Overwhelming majorities of both Trump ( 86 % ) and Biden ( 89 % ) supporters surveyed this fall said that their preferred candidate , if elected , should focus on addressing the needs of all Americans"
mturk_charts/no_data/multi_col/222.png,"Single adults accounted for the majority of apprehensions in fiscal 2020 , another big shift from last year . There were 317,864 apprehensions of single adults , representing 79 % of the total and the largest number of single adults apprehended in six years . Apprehensions of “ family units ” – defined as the number of individuals traveling in a family – made up 13 % of the total , falling from 473,682 in fiscal 2019 to 52,230 this past year . Meanwhile , apprehensions of unaccompanied children ages 17 and younger also decreased from their peak in fiscal 2019 , from 76,020 to 30,557 .",Describe the southwest border apprehensions situation?,"Single adults accounted for the majority of apprehensions in fiscal 2020 , another big shift from last year . There were 317,864 apprehensions of single adults , representing 79 % of the total and the largest number of single adults apprehended in six years . Apprehensions of “ family units ” – defined as the number of individuals traveling in a family – made up 13 % of the total , falling from 473,682 in fiscal 2019 to 52,230 this past year . Meanwhile , apprehensions of unaccompanied children ages 17 and younger also decreased from their peak in fiscal 2019 , from 76,020 to 30,557"
mturk_charts/no_data/multi_col/233.png,"A growing share of Americans are paying close attention to news about the election , but many are also concerned about the media reporting inaccurate or incomplete information . And that includes information reported by their own most - used news sources , according to a recent Pew Research Center survey . Two - thirds of U.S. adults say they ’ve seen the news sources they turn to most often present factual information that favors one side of an issue in coverage of the 2020 election , according to the survey , conducted Oct. 6 to 12 among 10,059 Americans – including 8,972 registered voters – as part of the Center ’s American News Pathways project . More than half ( 56 % ) say their news sources have published breaking information before it was fully verified , and 37 % say their sources have reported made - up news that is intended to mislead .",What are the Americans' thoughts on media news when it comes to the presidential election?,"A growing share of Americans are paying close attention to news about the election , but many are also concerned about the media reporting inaccurate or incomplete information . And that includes information reported by their own most - used news sources , according to a recent Pew Research Center survey . Two - thirds of U.S. adults say they ’ve seen the news sources they turn to most often present factual information that favors one side of an issue in coverage of the 2020 election , according to the survey , conducted Oct. 6 to 12 among 10,059 Americans – including 8,972 registered voters – as part of the Center ’s American News Pathways project . More than half ( 56 % ) say their news sources have published breaking information before it was fully verified , and 37 % say their sources have reported made - up news that is intended to mislead ."
mturk_charts/no_data/multi_col/234.png,Registered voters who support Donald Trump are about twice as likely as registered voters who support Joe Biden to say that the news sources they turn to most often have reported made - up information that is intended to mislead the public ( 45 % vs. 22 % ) . They are also somewhat more likely to say their news sources have reported breaking information that has n’t been fully verified ( 59 % vs. 50 % ) and factual information presented to favor one side of an issue ( 73 % vs. 64 % ) .,How do partisans see the effect of news sources on the presidential election?,Registered voters who support Donald Trump are about twice as likely as registered voters who support Joe Biden to say that the news sources they turn to most often have reported made - up information that is intended to mislead the public ( 45 % vs. 22 % ) . They are also somewhat more likely to say their news sources have reported breaking information that has n’t been fully verified ( 59 % vs. 50 % ) and factual information presented to favor one side of an issue ( 73 % vs. 64 % ) .
mturk_charts/no_data/multi_col/238.png,"The vast majority of countries and territories have a minimum voting age of 18 for national elections . The U.S. aligns with most other places in this respect . Out of 237 countries and territories for which the ACE Electoral Knowledge Network has data , 205 have a minimum voting age of 18 . Just 12 countries or territories allow people younger than 18 to vote in national elections . Worldwide , the lowest minimum voting age for national elections is 16 , including in Argentina , Austria and Brazil . The highest is in the United Arab Emirates , where citizens must be 25 . In Italy , there is a split voting age : The minimum voting age for the lower house of Parliament is 18 years old , while voters must be 25 to vote in Senate elections .",Describe the trend of minimum voting age in countries around the world?,"The vast majority of countries and territories have a minimum voting age of 18 for national elections . The U.S. aligns with most other places in this respect . Out of 237 countries and territories for which the ACE Electoral Knowledge Network has data , 205 have a minimum voting age of 18 . Just 12 countries or territories allow people younger than 18 to vote in national elections . Worldwide , the lowest minimum voting age for national elections is 16 , including in Argentina , Austria and Brazil . The highest is in the United Arab Emirates , where citizens must be 25 . In Italy , there is a split voting age : The minimum voting age for the lower house of Parliament is 18 years old , while voters must be 25 to vote in Senate elections ."
mturk_charts/no_data/multi_col/239.png,"Most countries and territories allow voters abroad to cast ballots in some capacity . That ’s the case in the U.S. and another 151 of the 216 countries and territories evaluated by the International Institute for Democracy and Electoral Assistance , at least for national legislative , European Parliament or presidential elections . Among those , many allow external voting for legislative elections ( 124 ) , presidential elections ( 88 ) or referenda ( 74 ) , and just 24 allow it for sub - national elections . Around the world , 55 countries and territories do not allow any voting from abroad . Many of these countries are located in Latin America , sub - Saharan Africa and the Asia - Pacific region .",Describe the trend of countries and regions that do not allow external voting for national elections?,"Around the world , 55 countries and territories do not allow any voting from abroad . Many of these countries are located in Latin America , sub - Saharan Africa and the Asia - Pacific region ."
mturk_charts/no_data/multi_col/249.png,"This study also examines several other factors that might affect people ’s level of engagement and comfort with the contact tracing process . First , it looks at Americans ’ openness to answering phone calls from unknown numbers and finds some evidence that even starting the contact tracing process might not be easy in many cases . Just 19 % of Americans say they generally answer their cellphones when an unknown phone number calls . Some 67 % say they do n’t answer but would check a voicemail if one is left . And 14 % say they generally do n’t answer and would ignore a voicemail . At the same time , shares of Americans say people pretend to be someone else in order to steal other people ’s personal information with some frequency . Some nine - in - ten Americans think it is often ( 49 % ) or sometimes ( 42 % ) the case that people do this .",Explain the trend of Americans response to phone calls from unknown numbers?,"First , it looks at Americans ’ openness to answering phone calls from unknown numbers and finds some evidence that even starting the contact tracing process might not be easy in many cases . Just 19 % of Americans say they generally answer their cellphones when an unknown phone number calls . Some 67 % say they do n’t answer but would check a voicemail if one is left . And 14 % say they generally do n’t answer and would ignore a voicemail"
mturk_charts/no_data/multi_col/255.png,"Fully 90 % of Americans think people pretend to be someone else in order to try to steal people ’s personal information often or sometimes , with roughly half ( 49 % ) saying they think this happens often . While these overall shares are fairly consistent across demographic groups , there is more variation across groups on whether people often pretend to be someone else to steal information . Black adults ( 63 % ) and Hispanic adults ( 56 % ) are more likely than White ( 45 % ) or Asian adults ( 35 % ) to say this type of attempted theft happens often . Additionally , those with relatively low incomes and less formal education are more likely to say people pretend to be someone else in order to steal others ’ information often . Roughly six - in - ten of those who have lower incomes say so , compared with about half of those from middle - income households ( 47 % ) and about four - in - ten of those with higher incomes ( 37 % ) .",What proportion of Americans think that people pretend to be someone else in order to try to steal other people's personal information often or sometimes?,Fully 90 % of Americans think people pretend to be someone else in order to try to steal people ’s personal information often or sometimes
mturk_charts/no_data/multi_col/260.png,"The small share of Americans – 7 % – who say they would definitely or probably not quarantine were then asked about possible reasons why they may not act on this advice . Some 44 % of this group say a major reason they would be unlikely to quarantine is that they just do n’t think it would be necessary , while 35 % say the same about not being able to miss work .",Describe the proportion of Americans who say they definitely or likely would not quarantine were asked about possible reasons why they might not act on this advice?,The small share of Americans – 7 % – who say they would definitely or probably not quarantine were then asked about possible reasons why they may not act on this advice
mturk_charts/no_data/multi_col/266.png,"This survey shows that three - quarters think it is acceptable for public health officials to make personal information that may be collected during the coronavirus outbreak available for use by infectious disease researchers , while smaller shares say the same about pharmaceutical companies ( 40 % ) , health insurance companies ( 40 % ) and state and local elected officials ( 37 % ) .",What is the opinion of American public about sharing of personal information collected during coronavirus outbreak ?,"This survey shows that three - quarters think it is acceptable for public health officials to make personal information that may be collected during the coronavirus outbreak available for use by infectious disease researchers , while smaller shares say the same about pharmaceutical companies ( 40 % ) , health insurance companies ( 40 % ) and state and local elected officials ( 37 % )"
mturk_charts/no_data/multi_col/265.png,"This survey finds that this is indeed the case . Examining the group of individuals asked about their comfort or likely engagement with all three steps , we find that fully seven - in - ten of those who are very confident that public health organizations will protect their personal records from hackers or unauthorized users also say that they would be comfortable or likely to engage with all three steps of the process . That compares with smaller shares of those who express less confidence ( 56 % of those who are somewhat confident , 36 % of those who are not too confident and 21 % of those who are not at all confident ) .",What is U.S. adults think about the security of their personal record's by public health organizations ?,"seven - in - ten of those who are very confident that public health organizations will protect their personal records from hackers or unauthorized users also say that they would be comfortable or likely to engage with all three steps of the process . That compares with smaller shares of those who express less confidence ( 56 % of those who are somewhat confident , 36 % of those who are not too confident and 21 % of those who are not at all confident )"
mturk_charts/no_data/multi_col/269.png,"The vast majority of these PPP loans were relatively small in size . About eight - in - ten ( 84 % ) were for less than $ 150,000 , 9 % ranged from $ 150,000 to $ 350,000 , 4 % were between $ 350,000 and $ 1 million , and about 3 % were $ 1 million or more . This was about on par with PPP loans across all industries , of which 87 % were less than $ 150,000 , according to the SBA . In the data released by the SBA , loans were broken out into six different ranges and these ranges are used throughout this report .",What is the trend in 'PPP loans' to newspaper companies ?,"The vast majority of these PPP loans were relatively small in size . About eight - in - ten ( 84 % ) were for less than $ 150,000 , 9 % ranged from $ 150,000 to $ 350,000 , 4 % were between $ 350,000 and $ 1 million , and about 3 % were $ 1 million or more . This was about on par with PPP loans across all industries , of which 87 % were less than $ 150,000 , according to the SBA ."
mturk_charts/no_data/multi_col/277.png,"Republicans have long been more likely than Democrats to say news coverage unfairly favors one side , and that remains the case today . About nine - in - ten Republicans and Republican - leaning independents ( 91 % ) think news coverage of political and social issues favors one side , compared with 69 % of Democrats and Democratic leaners .",What are the Americans' thoughts on news coverage?,"Republicans have long been more likely than Democrats to say news coverage unfairly favors one side , and that remains the case today . About nine - in - ten Republicans and Republican - leaning independents ( 91 % ) think news coverage of political and social issues favors one side , compared with 69 % of Democrats and Democratic leaners ."
