img_path1,title1,summary1,question1,img_path2,title2,summary2,question2,img_path3,title3,summary3,question3,img_path4,title4,summary4,img_path5,title5,summary5,img_path6,title6,summary6
mturk_charts/multi_col/51.png,Estimated advertising and circulation revenue of the newspaper industry,"The total estimated advertising revenue for the newspaper industry in 2018 was $ 14.3 billion , based on the Center ’s analysis of financial statements for publicly traded newspaper companies . This is down 13 % from 2017 . Total estimated circulation revenue was $ 11.0 billion , compared with $ 11.2 billion in 2017 .",Describe the trends of estimated advertising and circulation revenue of the newspaper industry since 2017 ?,mturk_charts/multi_col/52.png,Average audience for cable TV news,"According to Comscore TV Essentials ® data , viewership increased for the three major cable news channels ( CNN , Fox News and MSNBC ) in 2018 . The average combined audience ( defined as the average number of TVs tuned to a program throughout a time period ) for the prime news time slot ( 8 p.m. to 11 p.m. ) of these three networks increased 8 % , to about 1.25 million . ( Audience data for the three major financial networks – CNBC , Fox Business and Bloomberg – is not included here . ) The average audience for the daytime news time slot ( 6 a.m. to 6 p.m. ) increased by 5 % .","Describe the trends in the combined average audience of CNN, Fox News and MSNBC since 2017 based on each time slot?",mturk_charts/multi_col/53.png,Total profit for cable TV,"Combined annual profit for Fox News , MSNBC and CNN was projected to grow 4 % in 2018 , to $ 2.8 billion .","Describe the projections of the combined annual profit for Fox News , MSNBC and CNN ?",mturk_charts/no_data/two_col/10079.png,Catholics Relatively Evenly Distributed Throughout Country,"Over the last several years , the Catholic population in the U.S. has shifted somewhat from the Northeast and Midwest toward the South and West regions of the country . Catholics still are more heavily concentrated in the Northeast than are Americans overall ( 26 % vs. 18 % ) . But between 2007 and 2014 , the shares of U.S. Catholics living in the Northeast and Midwest have each fallen by 3 percentage points ( from 29 % to 26 % and from 24 % to 21 % , respectively ) . And the shares living in the South and West have each increased by 3 points ( from 24 % to 27 % and from 23 % to 26 % , respectively ) .",mturk_charts/no_data/two_col/10151.png,"Mostly Negative Ratings for PRD, PAN and PRI","Three of Mexico ’s major political parties tested on the survey receive majority - negative ratings from the public . Peña Nieto ’s PRI gets the highest marks , with a favorability rating of 38 % . Still , a 56 % majority expresses a negative view of the party , up from 47 % last year . Meanwhile , the right - of - center PAN ( 63 % unfavorable ) and social - democratic PRD ( 68 % ) are even more unpopular .",mturk_charts/no_data/two_col/10174.png,Teens With and Without Smartphones,"Teens who have a close friend were asked to name their most common method of getting in touch with their closest friend . Texting is the number one way all teens get in touch with their closest friends . Some 58 % of teens with smartphones cite texting as the main way they communicate with their closest friend online or by phone , compared with 25 % of teens without smartphone access . On the other hand , non - smartphone - using teens are more likely than those with smartphones to keep in touch with their closest friend via social media . Some 29 % of teens without smartphone access cited social media as their most common online or phone method of communicating with a best friend , compared with 17 % for smartphone users who did so ."
mturk_charts/multi_col/56.png,Mobile phone ownership over time,"The vast majority of Americans – 96 % – now own a cellphone of some kind . The share of Americans that own smartphones is now 81 % , up from just 35 % in Pew Research Center ’s first survey of smartphone ownership conducted in 2011 . Along with mobile phones , Americans own a range of other information devices . Nearly three - quarters of U.S. adults now own desktop or laptop computers , while roughly half now own tablet computers and roughly half own e - reader devices .",How has ownership of cellphones changed since 2011 among Americans?,mturk_charts/multi_col/57.png,Ownership of other devices,"Along with mobile phones , Americans own a range of other information devices . Nearly three - quarters of U.S. adults now own desktop or laptop computers , while roughly half now own tablet computers and roughly half own e - reader devices .",Describe the proportions of U.S. adults owning various information devices in 2019?,mturk_charts/multi_col/59.png,How often Americans use social media sites,"For many users , social media is part of their daily routine . Roughly three - quarters of Facebook users – and around six - in - ten Instagram users – visit these sites at least once a day .",Describe the usage of social media these days?,mturk_charts/no_data/two_col/10209.png,57% of Teens Have Made at Least One New Friend Online,"More than half of teens have made at least one new friend online . Fully 57 % of teenagers have met a new friend over the internet , with nearly three - in - ten teens ( 29 % ) saying they have made more than five friends this way . But most of these relationships remain online , with a majority ( 77 % ) of all teenagers saying they have never met an online friend in person . Social media sites are popular places for teens to make friends online : About two - thirds ( 64 % ) of teens who have met a friend online say they have met new friends via a social networking site . Additionally , a majority of teens say social media platforms have made them feel more connected to their friends ’ lives and feelings . Roughly eight - in - ten social - media - using teens ( 83 % ) say that sites like Facebook or Instagram make them feel more connected to what is happening in their friends ’ lives , while 70 % say these social platforms make them feel more in tune with their friends ’ feelings .",mturk_charts/no_data/two_col/10224.png,Entertainment the Most-Cited Reason Daily Show Viewers Watch,"Viewers tend to turn to The Daily Show primarily for entertainment , rather than in - depth reporting or the latest headlines . Many prominent public figures have been guests on the show , ranging from Academy Award winners , musicians and authors to Supreme Court justices , U.S. presidents , vice presidents and first ladies . Still , the most commonly cited reason viewers watch The Daily Show is for its entertainment value . A 2010 Pew Research Center study on Americans ’ news media habits found that 43 % of regular Daily Show viewers said they mainly turn to the show for entertainment , compared with 24 % who said they watch for views and opinions , 10 % for the latest headlines and just 2 % for in - depth reporting ( 20 % gave some mix or all of the reasons ) .",mturk_charts/no_data/two_col/10245.png,Men More Likely Than Women to Go Outside Family for Political Discussion,"Overall , women are more likely to name a family member ( including other family members , such as siblings ) as one of the three people they talk with most about politics ( 85 % , vs. 76 % of men ) . On the other hand , men are more likely to name non - family members ( 79 % , vs. 70 % of women ) , a difference that holds true across all age groups . For example , young men ages 18 - 29 are far more likely than their female counterparts to think of one of their friends as a main discussion partner ( 72 % vs. 58 % ) ."
mturk_charts/multi_col/60.png,Public opinion on same-sex marriage,"In Pew Research Center polling in 2004 , Americans opposed same - sex marriage by a margin of 60 % to 31 % . Support for same - sex marriage has steadily grown over the past 15 years . And today , support for same - sex marriage remains near its highest point since Pew Research Center began polling on this issue . Based on polling in 2019 , a majority of Americans ( 61 % ) support same - sex marriage , while 31 % oppose it .",How have U.S. adults changed their public opinion of same-sex marriage since 2004?,mturk_charts/multi_col/66.png,"Degrees pursued by foreign students in the U.S., 2004-2016",Master ’s and bachelor ’s degrees are the most common degrees pursued by newly enrolled foreign students in the U.S.,Describe the persuance of degrees by foreign students in the U.S. ?,mturk_charts/multi_col/67.png,"Gender of foreign students in the U.S., 2004-2016",Men have accounted for a majority of newly enrolled foreign students at U.S. colleges and universities since 2004 .,Describe the trends in enrolment of foreign students in degree programs in U.S. based on gender?,mturk_charts/no_data/two_col/10248.png,"70 Years Ago, Most Americans Said They Would Have Used Atomic Bomb","In September 1945 , the National Opinion Research Center at the University of Chicago asked Americans what they would have done if they had been the one to decide whether or not to use the atomic bomb against Japan . At the time , a plurality of Americans supported the course chosen by the Truman administration : 44 % said they would have bombed one city at a time , and another 23 % would have wiped out cities in general – in other words , two - thirds would have bombed some urban area . Just 26 % would have dropped the bomb on locations that had no people . And only 4 % would not have used the bomb .",mturk_charts/no_data/two_col/10306.png,Few See Progress in U.S. Military Campaign in Iraq and Syria,"Most Do Not Think Military Campaign Is Going Well . In the new poll , just 30 % say the U.S. military campaign against Islamic militants in Iraq and Syria is going very well or fairly well . About twice as many ( 62 % ) say it is going not too well or not at all well . The share giving the military campaign a positive assessment has dipped six points ( from 36 % ) since February .",mturk_charts/no_data/two_col/10324.png,Modest Expectations for a More Democratic Cuba,"Overall , the public remains skeptical about the prospects of Cuba shifting in a democratic direction but more ( 43 % ) say they think the communist country will become more democratic over the next several years than did so in January ( 32 % ) . About half ( 49 % ) say they expect Cuba to stay about the same as it is now ."
mturk_charts/multi_col/70.png,Foreign-born share declining among Hispanics,"After increasing for at least four decades , the share of the Hispanic population that is foreign born began declining after 2000 . Among all Hispanics , the share that was born in another country was 34.4 % in 2015 , down from a peak of about 40 % earlier in the 2000s . The share of adult Hispanics who are foreign born began declining a bit later – 47.9 % of Hispanic adults were born in another country in 2015 , down from a peak of 55.0 % in 2007 .",Describe the trends in foreign born Hispanic population in U.S. ?,mturk_charts/multi_col/71.png,Mexican-origin share among U.S. Hispanics declining,"Mexican - origin Hispanics have always been the largest Hispanic - origin group in the U.S. In 1860 , for example , among the 155,000 Hispanics living in the U.S. , 81.1 % were of Mexican origin – a historic high . Since then the origins of the nation ’s Hispanic population have diversified as growing numbers of immigrants from other Latin American nations and Puerto Rico settled in the U.S. For example , between 1930 and 1980 , Hispanics from places other than Mexico nearly doubled their representation among U.S. Hispanics , from 22.4 % to 40.6 % . But with the arrival of large numbers of Mexican immigrants in the 1980s and 1990s , the Mexican share among Hispanics grew , rising to a recent peak of 65.7 % in 2008 , but declining since .",Describe the trends in Mexican origin population among U.S. Hispanics ?,mturk_charts/multi_col/72.png,"Sources of Hispanic population growth, by decade","Between 1980 and 2000 , immigration was the principal driver of Latino population growth as the Latino immigrant population boomed from 4.2 million to 14.1 million . Since then , however , the primary source of this growth has been U.S. births . Between 2000 and 2010 , there were 9.6 million Latino births in the U.S. , while the number of newly arrived immigrants was 6.5 million . The present decade is on track to repeat this pattern , with 5 million Latino births in the U.S. between 2010 and 2015 , compared with just 1.9 million newly arrived Latino immigrants .",Describe the growth of Hispanic population in the U.S. ?,mturk_charts/no_data/two_col/10355.png,Twitter Conversation on EU Proposals Takes Different Tone by Language,"Among Greek - language tweets studied , 40 % of the conversation included positive expressions about the EU proposals on the referendum calling for a financial bailout that would likely include new austerity measures , while 33 % was negative and 27 % was neutral . The stakes are high and yet also still unclear – a “ no ” vote could lead to a possible exit from the eurozone or a fresh start for the negotiations .",mturk_charts/no_data/two_col/10365.png,U.S. Continuing to be World Leader in pace Exploration Is...,"Americans are supportive of the space program and space exploration . In a 2011 Pew Research survey , 58 % of Americans said it is essential that the U.S. be a world leader in space exploration .",mturk_charts/no_data/two_col/10368.png,High Expectations for Space Exploration in 2010,"Americans are optimistic about the future of space exploration . A 2010 survey conducted by Pew Research and Smithsonian magazine found that 63 % of Americans expected astronauts to land on Mars , and 53 % believed that ordinary people would be able to travel in space by 2050 . Some Americans are even more hopeful about the possibilities of space exploration . One - third of Americans predicted in a 2014 Pew Research / Smithsonian survey that humans will have long - term space colonies in the next 50 years ."
mturk_charts/multi_col/73.png,English proficiency among Hispanics,"English proficiency is rising among Hispanics ages 5 and older . In 2015 , 69 % of Hispanics said they speak only English at home or indicate that they speak English “ very well ” , up from 59 % who said the same in 1980 . Most of this growth has been driven by U.S.-born Hispanics , whose English proficiency share has grown from 71.9 % in 1980 to 89.7 % in 2015 . By contrast , English proficiency among foreign - born Hispanics has seen little change over the same period . In 2015 , just 34.6 % of foreign - born Hispanics reported that they speak only English at home or speak English “ very well ” , a slight increase from 30.7 % in 1980 .",Describe the growth of English proficiency among Hispanics?,mturk_charts/multi_col/156.png,Social Networking Use Has Shot Up in Past Decade,"Nearly two - thirds of American adults ( 65 % ) use social networking sites , up from 7 % when Pew Research Center began systematically tracking social media usage in 2005 . Pew Research reports have documented in great detail how the rise of social media has affected such things as work , politics and political deliberation , communications patterns around the globe , as well as the way people get and share information about health , civic life , news consumption , communities , teenage life , parenting , dating and even people ’s level of stress . A special analysis of 27 national surveys of Americans across the past decade documents this substantial spread of technology throughout the population , although the overall number of users of social networking sites has leveled off since 2013.1 At the same time , there continues to be growth in social media usage among some groups that were not among the earliest adopters , including older Americans .",Describe the growth of social media usage among American adults?,mturk_charts/multi_col/157.png,Young Adults Still Are the Most Likely to Use Social Media,"Age is strongly correlated with social media usage : Those ages 18 to 29 have always been the most likely users of social media by a considerable margin . Today , 90 % of young adults use social media , compared with 12 % in 2005 , a 78 - percentage point increase . At the same time , there has been a 69 - point bump among those ages 30 - 49 , from 8 % in 2005 to 77 % today . While usage among young adults started to leveled off as early as 2010 , since then there has been a surge in usership among those 65 and older . In 2005 , 2 % of seniors used social media , compared with 35 % today .",Compare social media usage between American adults based on age group?,mturk_charts/no_data/two_col/10508.png,Overwhelming Majority of Russians Say Breakup of USSR Was Bad for Russia,"Russians are nostalgic for the era of the Soviet Union . Nearly seven - in - ten Russians ( 69 % ) say the breakup of the Soviet Union was a bad thing for Russia . Just 17 % say it was a good thing . Older Russians , those ages 50 and older , are much more likely to say that the breakup of the USSR was a bad thing ( 85 % ) . Only 44 % of young Russians say the same , though around a quarter ( 27 % ) have no opinion , probably owing to the fact that 18- to 29 - year - olds were children or not even born when the Soviet Union collapsed in the early 1990s .",mturk_charts/no_data/two_col/10509.png,"Russians Opposed to Ukraine Joining NATO or EU, Split on EEU Membership","Russians are split on Eurasian Economic Union membership for Ukraine , and they want the Donbas region of that country to secede . Only 45 % of Russians say Ukraine should join the Eurasian Economic Union ( EEU ) , a supranational body that consists of Russia , Armenia , Belarus and Kazakhstan , with Kyrgyzstan as an acceding state . Four - in - ten Russians are opposed to Ukraine joining the EEU . However , few Russians want Ukraine to join NATO ( 3 % support ) or the European Union ( 14 % ) .",mturk_charts/no_data/two_col/10510.png,Interracial Marriages Vary by Race,"In 2013 , a record - high 12 % of newlyweds married someone of a different race , according to a Pew Research Center analysis of census data . ( This share does not take into account the “ interethnic ” marriages between Hispanics and non - Hispanics , which we covered in an earlier report on intermarriage . ) Some racial groups are more likely to intermarry than others . Of the 3.6 million adults who got married in 2013 , 58 % of American Indians , 28 % of Asians , 19 % of blacks and 7 % of whites have a spouse whose race was different from their own ."
mturk_charts/multi_col/158.png,Women and Men Use Social Networking Sites at Comparable Rates,"In 2005 , 8 % of men and 6 % of women used social media . Starting in 2009 , women started using social media at slightly higher rates than men , although this balance has shrunk yet again in recent years . Today , 68 % of women and 62 % of men report social media usage , a difference that is not statistically significant .",Compare the evolution of internet use by gender?,mturk_charts/multi_col/159.png,Those With Lower Levels of Education Are Less Likely to Use Social Media,"Those who have attended at least some college are more likely than those with a high school diploma or less to use social media , a trend that has been consistent since 2005 . In that year , 4 % of those with a high school diploma or less used social media , along with 8 % of those who attended some college and 12 % of college graduates . Currently adoption rates for social media stand at 76 % for those with college or graduate degrees , 70 % of those with some college education and 54 % for those who have a high school diploma or less . At the same time , the share of those with a high school diploma or less who use social media has grown more than tenfold over the past decade .",Compare social media use of American adults based on education level?,mturk_charts/multi_col/160.png,Those in Higher Income Households Lead the Way,"There were modest differences by household income when Pew Research first began measuring social media usage in 2005 : 4 % of those living in households earning less than $ 30,000 used social media , compared with 12 % of those living in household earning $ 75,000 or more . Those differences have persisted even as each group has seen dramatic growth in usage . Today , 78 % of those living in the highest - income households use social media , compared with 56 % of those in the lowest - income households – a 22 - point difference .",Explain the trend of internet use by families considering their annual income in recent decades?,mturk_charts/no_data/two_col/10511.png,Marrying Out of One's Race,"For Asians , the gender pattern goes in the opposite direction : Asian women are much more likely than Asian men to marry someone of a different race . Among newlyweds in 2013 , 37 % of Asian women married someone who was not Asian , while 16 % of Asian men married outside of their race . American Indians have the highest interracial marriage rate among all single - race groups . Women are slightly more likely to “ marry out ” than men in this group : 61 % of American Indian female newlyweds married outside their race , compared with 54 % of American Indian male newlyweds .",mturk_charts/no_data/two_col/10517.png,Estimating the Size of the Multiracial Population,"Part of the reason behind the absence of data on this group is the size of the multiracial population – it ’s still relatively small . As you note , we estimate that only about 6.9 % of the adult population has a mixed - race background . And by the Census Bureau ’s definition the share is just 2.1 % . That means even large , nationally representative surveys typically include too few mixed - race adults to analyze , much less contain sufficiently sized samples of individual multiracial groups such as white and black or white and Asian biracial adults .",mturk_charts/no_data/two_col/10525.png,Ukrainians Want Donbas to Remain Part of Ukraine,"Russians and Ukrainians disagree on what to do about the regions in eastern Ukraine , where the separatist movement has been the strongest . Ukrainians would like the Luhans’k and Donets’k regions to remain part of Ukraine , either with the same terms as before the conflict ( 51 % ) or with more autonomy from Kyiv ( 33 % ) . But Russians prefer that the region either become independent states ( 35 % ) or part of Russia ( 24 % ) , rather than stay with Ukraine ( 32 % ) ."
mturk_charts/multi_col/161.png,Racial Differences Not Very Evident as Social Media Usage Has Grown,"When it comes to race and ethnicity , trends in social media adoption are defined by similarities , not differences . Whites , African - Americans and Hispanics have broadly adopted social media at the same brisk pace . In 2005 , 6 % of African - Americans , 7 % of whites and 10 % of Hispanics used social networking sites . Today , those figures stand at 56 % of African - Americans and 65 % of both whites and Hispanics .",Compare social media usage growth among major American ethnic groups over the past 15 years?,mturk_charts/multi_col/162.png,Rural Citizens Have Consistently Lagged Behind,"Adults who live in rural communities have historically been the least likely to use social media . In 2005 , 5 % of rural residents , 7 % of suburban residents and 9 % of urban residents reported social media usage . Today , 58 % of rural residents , 68 % of suburban residents and 64 % of urban residents use social media .",Describe the social media usage of American adults by their community type?,mturk_charts/multi_col/163.png,"Young Adults Are Most Likely to Use The Internet, but Seniors Show Faster Adoption Rates","The proportion of young adults ages 18 - 29 who use the internet has always outpaced overall adoption levels among older groups . But while older adults still report lower levels of internet use today , seniors have the greatest rate of change since 2000 . In 2000 , 70 % of young adults used the internet and that figure has steadily grown to 96 % today . At the other end of the spectrum , 14 % of seniors used the internet in 2000 , while 58 % do so today . Not until 2012 did more than half of all adults ages 65 and older report using the internet .",Compare the growth of internet usage among American adults by age?,mturk_charts/no_data/two_col/10546.png,Views of Population Growth,"Asked whether or not the growing world population will be a major problem , 59 % of Americans agreed it will strain the planet ’s natural resources , while 82 % of U.S.-based members of the American Association for the Advancement of Science said the same . Just 17 % of AAAS scientists and 38 % of Americans said population growth wo n’t be a problem because we will find a way to stretch natural resources .",mturk_charts/no_data/two_col/10557.png,Views of Legal Immigration into the U.S.,"The survey finds that as debate over legal immigration also heats up , the public is split on the best approach for the country . Slightly more say legal immigration into the United States should be decreased ( 31 % ) than increased ( 24 % ) , while a 39 % plurality says legal immigration should be kept at its present level .",mturk_charts/no_data/two_col/10587.png,Online Harassment,"The more serious forms of harassment are less frequent : 10 % of men and 6 % of women said they had been physically threatened on online platforms and similar shares said they had been harassed for a sustained period of time , stalked or sexually harassed ."
mturk_charts/multi_col/164.png,"While Less-Educated Adults Are Catching Up, Their Internet Adoption Rates Are Still Below Those of College Graduates","Since the Pew Research Center began consistently measuring internet penetration , educational attainment has been one of the strongest indicators of use . While a large majority of the well - educated has consistently been online , those without a college degree saw greater rates of adoption over the past 15 years and have notably lowered the access gap . Adults with a college or graduate degree are the most likely to use the internet , with almost all of these adults ( 95 % ) saying they are internet users . This proportion has always been high – fifteen years ago , 78 % of adults with at least a college degree used the internet . But the situation in 2000 was much different for those with less education : in that year , only 19 % of those without a high school diploma reported that they were internet users . For those who have not completed high school , 66 % now use the internet , still below where college graduates were in 2000 .",Compare the growth of Internet adoption among American adults by education level? ,mturk_charts/multi_col/165.png,Those In Higher-Income Households Are Most Likely To Use Internet,"Another marker of class differences – household income – is also a strong indicator of internet usage . Adults living in households with an annual income of at least $ 75,000 a year are the most likely to use the internet , with 97 % of adults in this group currently reporting they are internet users . Those living in households with an annual income under $ 30,000 a year are less likely to report internet usage , with 74 % of adults doing so now . These trends have been consistent over time , although the more recent rise of smartphones has provided internet access to lower - income people , sometimes with lower prices , sometimes with other attractive technology features . Indeed , a recent report released by Pew Research found that lower - income Americans are increasingly “ smartphone - dependent ” for internet access .",Compare the growth of internet usage among American adults by income? ,mturk_charts/multi_col/166.png,English-speaking Asian-Americans Are the Most Likely To Report Internet Usage,"Since 2000 , English - speaking Asian - Americans have shown consistently higher rates of internet usage compared to whites , blacks , and Hispanics . Fully 72 % of English - speaking Asian - Americans said they were internet users 15 years ago when Pew Research began to regularly measure internet access . Whites and Hispanics would not cross this threshold until 2006 , and blacks would reach this level in 2011 . In 2014 , fully 97 % of English - speaking Asian - Americans reported being internet users . Among different racial and ethnic groups , African - Americans have seen the greatest growth rate between 2000 and today , though they are still less likely than whites and English - speaking Asian - Americans to be internet users .",Compare internet usage among American adults based on racial/ethnic group?,mturk_charts/no_data/two_col/10600.png,Support for Obama’s Plan to Delay Troop Pullout,"Meanwhile , President Obama ’s plan to delay the withdrawal of some 10,000 U.S. forces from Afghanistan , which he announced in March , draws bipartisan support . Overall , 58 % approve of Obama ’s decision to keep the troops in Afghanistan through the end of this year , while 39 % disapprove . Majorities of Democrats ( 60 % ) , independents ( 59 % ) and Republicans ( 58 % ) approve of Obama ’s decision .",mturk_charts/no_data/two_col/10620.png,47% of Iraq and Afghanistan war veterans served with someone who was killed during their service,"The day will be an intensely personal experience for many veterans of the Iraq and Afghanistan conflicts — about half ( 47 % ) said that they served with a comrade that had been killed , according to a Pew Research Center survey of veterans conducted in 2011 . That number rises to 62 % among soldiers who were in combat .",mturk_charts/no_data/two_col/10715.png,Majority of Germans Prefer Strong Ties with U.S.,"According to a new Pew Research Center survey conducted in association with the Bertelsmann Foundation , a majority of Germans ( 57 % ) believe it is more important for Germany to have strong ties with the United States than with Russia . Just 15 % prefer strong ties with Russia , and another 21 % volunteer that it is best to have an equally close relationship with both ."
mturk_charts/multi_col/167.png,Rural Citizens Are Less Likely To Use Internet,"Adults who live in urban or suburban communities have shown consistently higher levels of internet adoption , compared with rural residents . This gap has persisted even as internet adoption has risen in all three types of communities . In 2000 , 56 % of suburban residents , 53 % of urban residents , and 42 % of rural residents were internet users . Today those figures stand at 85 % , 85 % , and 78 % respectively . Rural communities tend to have a higher proportion of residents who are older , lower - income , and have lower levels of educational attainment – additional factors associated with lower levels of internet adoption .","Describe Internet use by adults living in urban, suburban and rural areas in recent decades?",mturk_charts/multi_col/168.png,Gender Parity Has Been the Norm In Internet Usage,"Today , men and women are equally likely to be internet users , a trend that has not wavered throughout the 15 years these surveys have been conducted . However , the earliest Pew Research surveys found that men were more likely than women to be internet users . For instance , a 1995 survey found 9 % of men and 4 % of women had used a “ modem to connect to any computer bulletin boards , information services such as Compuserve or Prodigy . ” By 2000 , when Pew Research began tracking internet use more consistently , 54 % of men were internet users , compared with half of women . This modest gap continued , gradually shrinking until 2008 when a statistically indistinguishable 74 % of men and 73 % of women identified as internet users . Today , 85 % of men and 84 % of women report being internet users .",Describe the trend of internet use by men and women since 2020?,mturk_charts/multi_col/169.png,"Party Identification, 1992-2014","Nearly four - in - ten Americans ( 39 % ) identify as independents , 32 % as Democrats and 23 % as Republicans , based on aggregated data from 2014 . The share of self - described independents has risen nine points over the past decade , up from 30 % in 2004 . Over this period , the percentage of Republicans has fallen six points – from 29 % to 23 % – while the share of Democrats is little changed . ( Here is a timeline of party affiliation among the public since 1939 . )",How has party identification changed since 2004?,mturk_charts/no_data/two_col/10772.png,"Views of Impact of Long-Term Decline in Union Membership on Country, Workers","Over the past three decades , the share of wage and salary workers in the United States who belong to labor unions has fallen by about half . The public expresses mixed views of the impact of the long - term decline in union membership on the country : 45 % say this has been mostly a bad thing , while 43 % see it as mostly a good thing .",mturk_charts/no_data/two_col/10812.png,Death Penalty Viewed as Morally Justified,"The latest national survey by the Pew Research Center , conducted Mar. 25 - 29 among 1,500 adults , finds widespread doubts about how the death penalty is applied and whether it deters serious crime . Yet a majority ( 63 % ) says that when someone commits a crime like murder , the death penalty is morally justified ; just 31 % say it is morally wrong , even in cases of murder .",mturk_charts/no_data/two_col/10911.png,Public Rates GOP Congressional Leaders More Negatively Than Positively,"About half of the public ( 51 % ) express unfavorable views of Speaker of the House John Boehner , while 22 % have a favorable opinion of him ( 26 % hold no opinion ) . A smaller share of the public has an opinion of Senate Majority Leader McConnell ; however , about as many rate him favorably as Boehner ( 23 % ) and fewer ( 38 % ) have an unfavorable opinion of him ( 39 % have no opinion ) ."
mturk_charts/multi_col/170.png,"Leaned Party Identification, 1992-2014","The balance of leaned partisan affiliation among the public has changed little in recent years : 48 % identify with the Democratic Party or lean Democratic , while 39 % identify as Republicans or lean toward the GOP . Since 1992 , only once – in 2002 – have as many people leaned toward the Republican Party as the Democratic Party ( 43 % each ) . They crossed over two times , one in 2002 as stated and once in 1994 ( 44 % R , 44 % D ) .",Describe the trend of partisan affiliation among the public in U.S?,mturk_charts/multi_col/171.png,Men – Party ID,"There has long been a sizable gender gap in leaned party identification . Men are divided ( 44 % Democratic , 43 % Republican ) . In 2008 , however , Democrats held a nine - point lead in leaned party identification among men ( 47 % to 38 % ) . Since 1990 , women have been consistently more likely than men to identify as Democrats or lean Democratic ( 52 % to 36 % in 2014 ) . Back to top",Describe the trend in party identification among men?,mturk_charts/multi_col/172.png,Women – Party ID,"There has long been a sizable gender gap in leaned party identification . Men are divided ( 44 % Democratic , 43 % Republican ) . In 2008 , however , Democrats held a nine - point lead in leaned party identification among men ( 47 % to 38 % ) . Since 1990 , women have been consistently more likely than men to identify as Democrats or lean Democratic ( 52 % to 36 % in 2014 ) . Back to top",Describe the trend in party identification among women?,mturk_charts/no_data/two_col/10918.png,"For Working Dads, Time Spent with Kids and Parenting Success Go Hand-in-Hand","When it comes to parenting , dads are harder on themselves than moms are , especially dads who say they do n’t spend enough time with their children . Among working dads who say they spend too little time with their kids , only 49 % say they are doing an excellent or good job as a parent . In contrast , among dads who say they spend the right amount of time with their kids , 81 % give themselves high marks for their parenting .",mturk_charts/no_data/two_col/10930.png,College-Educated Women More Likely to Work During Pregnancy,"Highly educated women are more likely to work during the pregnancy preceding their first birth than less educated women . The latest data indicate that 87 % of women with a bachelor ’s degree or higher worked while pregnant with their first child . By contrast , just 28 % of women without a high school diploma worked while pregnant with their first child , a disparity that parallels full - time employment rates by educational attainment more broadly .",mturk_charts/no_data/two_col/10943.png,"Businesses, Same-Sex Couples","A new Indiana religious freedom law has sparked national debate since Gov. Mike Pence signed it last week . While its supporters say it strengthens protection of religious liberty , critics have argued that it could provide legal cover for businesses to discriminate , such as a florist or caterer who may not want to provide services for a same - sex wedding because of religious objections . A Pew Research Center survey last year found a U.S. public divided over these types of issues . The survey asked Americans whether businesses that provide wedding services should be allowed to refuse service to same - sex couples on religious grounds , or whether they should be required to provide services . Roughly equal shares of U.S. adults answered the question each way , with 49 % saying businesses should be required to serve same - sex weddings , and 47 % saying businesses should be permitted to refuse service due to religious objections ."
