Transaction Id,Date Initiated,Date Posted,Transaction Type,Payment Method,Recipient ID,Amount,HIT ID,Assignment ID
377S99JR4I7XY0SVZE07Q6BBKUNCQV,2021-08-03 20:53:19 -0700,,BONUS_REWARD,,A1R3AG41BKW22B,0.1,3P6ENY9P8HYS6R9BOCQ7D01L6ICIHO,377S99JR4I7XY0SVZE07Q6BBKUNCQV
377S99JR4I7XY0SVZE07Q6BBKUNCQV,2021-08-03 20:53:19 -0700,,BONUS_REWARD_FEE,,Mechanical Turk,0.02,3P6ENY9P8HYS6R9BOCQ7D01L6ICIHO,377S99JR4I7XY0SVZE07Q6BBKUNCQV
31CHQANHPUDXUT5JTD7RKOOMNLVHMM,2021-08-03 21:21:04 -0700,,BONUS_REWARD,,AOU59T41ZKA2I,9,301KG0KXAKNOV6V9Z95FQKU4HMF2HX,31CHQANHPUDXUT5JTD7RKOOMNLVHMM
31CHQANHPUDXUT5JTD7RKOOMNLVHMM,2021-08-03 21:21:04 -0700,,BONUS_REWARD_FEE,,Mechanical Turk,1.8,301KG0KXAKNOV6V9Z95FQKU4HMF2HX,31CHQANHPUDXUT5JTD7RKOOMNLVHMM
3L7O4K3XM0SXA17VCTP7VWLGGGPCRW,2021-08-03 21:21:26 -0700,,BONUS_REWARD,,A3DTPGXKABAFEJ,8,304QEQWK0XMRRDEIOZWRR5YQWA90OZ,3L7O4K3XM0SXA17VCTP7VWLGGGPCRW
3L7O4K3XM0SXA17VCTP7VWLGGGPCRW,2021-08-03 21:21:26 -0700,,BONUS_REWARD_FEE,,Mechanical Turk,1.6,304QEQWK0XMRRDEIOZWRR5YQWA90OZ,3L7O4K3XM0SXA17VCTP7VWLGGGPCRW
3MLW5KAP30J7MAR6XQ2H4XLNZ79MOF,2021-08-03 21:21:48 -0700,,BONUS_REWARD,,A12EO8AAUDZIU8,5,31GN6YMHMXUZXV7WON6LI5HVU4QSWP,3MLW5KAP30J7MAR6XQ2H4XLNZ79MOF
3MLW5KAP30J7MAR6XQ2H4XLNZ79MOF,2021-08-03 21:21:48 -0700,,BONUS_REWARD_FEE,,Mechanical Turk,1,31GN6YMHMXUZXV7WON6LI5HVU4QSWP,3MLW5KAP30J7MAR6XQ2H4XLNZ79MOF
3NV7RBLAQUAL4WCVL6ZRW2Z965I31T,2021-08-03 21:22:40 -0700,,BONUS_REWARD,,A21XMG5KSWXX9M,3,33CLA8O0NQDLLULOJ9WGO7QZDZIFRR,3NV7RBLAQUAL4WCVL6ZRW2Z965I31T
3NV7RBLAQUAL4WCVL6ZRW2Z965I31T,2021-08-03 21:22:40 -0700,,BONUS_REWARD_FEE,,Mechanical Turk,0.6,33CLA8O0NQDLLULOJ9WGO7QZDZIFRR,3NV7RBLAQUAL4WCVL6ZRW2Z965I31T
31IBVUNM901F1L0YIV6SEOBQI5ZFVM,2021-08-03 21:22:51 -0700,,ASSIGNMENT_REWARD,,AOU59T41ZKA2I,1,35A1YQPVGMIGQYPGNAPYO3YV19LI57,31IBVUNM901F1L0YIV6SEOBQI5ZFVM
31IBVUNM901F1L0YIV6SEOBQI5ZFVM,2021-08-03 21:22:51 -0700,,ASSIGNMENT_REWARD_FEE,,Mechanical Turk,0.2,35A1YQPVGMIGQYPGNAPYO3YV19LI57,31IBVUNM901F1L0YIV6SEOBQI5ZFVM
3XXU1SWE8UX4CTIA4IWBFUA9RWW0AV,2021-08-03 21:22:51 -0700,,ASSIGNMENT_REWARD,,A3DTPGXKABAFEJ,1,3XEDXEGFYBQ81MT3Q74YKOHHC5Z0KF,3XXU1SWE8UX4CTIA4IWBFUA9RWW0AV
3XXU1SWE8UX4CTIA4IWBFUA9RWW0AV,2021-08-03 21:22:51 -0700,,ASSIGNMENT_REWARD_FEE,,Mechanical Turk,0.2,3XEDXEGFYBQ81MT3Q74YKOHHC5Z0KF,3XXU1SWE8UX4CTIA4IWBFUA9RWW0AV
3BV8HQ2ZZ43ZQ44P67CSOVK04ZAA6Y,2021-08-03 21:22:51 -0700,,ASSIGNMENT_REWARD,,A3DTPGXKABAFEJ,1,3FK4G712O526QEQN4IWKLGEAORUSSA,3BV8HQ2ZZ43ZQ44P67CSOVK04ZAA6Y
3BV8HQ2ZZ43ZQ44P67CSOVK04ZAA6Y,2021-08-03 21:22:51 -0700,,ASSIGNMENT_REWARD_FEE,,Mechanical Turk,0.2,3FK4G712O526QEQN4IWKLGEAORUSSA,3BV8HQ2ZZ43ZQ44P67CSOVK04ZAA6Y
3YJ6NA41JJII13PYF9OENUE0POHPJG,2021-08-03 21:22:51 -0700,,ASSIGNMENT_REWARD,,A3GGA7I8AFZ8KZ,1,3XT3KXP2570C92PUSTZ3G9CVX4WI6N,3YJ6NA41JJII13PYF9OENUE0POHPJG
3YJ6NA41JJII13PYF9OENUE0POHPJG,2021-08-03 21:22:51 -0700,,ASSIGNMENT_REWARD_FEE,,Mechanical Turk,0.2,3XT3KXP2570C92PUSTZ3G9CVX4WI6N,3YJ6NA41JJII13PYF9OENUE0POHPJG
3FTF2T8WLZKJF09Q5JBWQU8TMFBW9O,2021-08-03 21:22:52 -0700,,ASSIGNMENT_REWARD,,AOU59T41ZKA2I,1,3NFWQRSHWMGUW4CA3Y24P3CSBQ7FGV,3FTF2T8WLZKJF09Q5JBWQU8TMFBW9O
3FTF2T8WLZKJF09Q5JBWQU8TMFBW9O,2021-08-03 21:22:52 -0700,,ASSIGNMENT_REWARD_FEE,,Mechanical Turk,0.2,3NFWQRSHWMGUW4CA3Y24P3CSBQ7FGV,3FTF2T8WLZKJF09Q5JBWQU8TMFBW9O
3VNL7UK1XNL0OTW9D06DD6N5LMITFN,2021-08-03 21:22:52 -0700,,ASSIGNMENT_REWARD,,AOU59T41ZKA2I,1,3BFF0DJK95E75E32TI1AVLAWQA8STZ,3VNL7UK1XNL0OTW9D06DD6N5LMITFN
3VNL7UK1XNL0OTW9D06DD6N5LMITFN,2021-08-03 21:22:52 -0700,,ASSIGNMENT_REWARD_FEE,,Mechanical Turk,0.2,3BFF0DJK95E75E32TI1AVLAWQA8STZ,3VNL7UK1XNL0OTW9D06DD6N5LMITFN
3NQL1CS15ZAL1CHTNLYG39I6OJAYVT,2021-08-03 21:22:52 -0700,,ASSIGNMENT_REWARD,,A3DTPGXKABAFEJ,1,3TC2K6WKAO4V2VUGW5B9D715E3P28I,3NQL1CS15ZAL1CHTNLYG39I6OJAYVT
3NQL1CS15ZAL1CHTNLYG39I6OJAYVT,2021-08-03 21:22:52 -0700,,ASSIGNMENT_REWARD_FEE,,Mechanical Turk,0.2,3TC2K6WKAO4V2VUGW5B9D715E3P28I,3NQL1CS15ZAL1CHTNLYG39I6OJAYVT
3PEIJLRY61V9GWRO8ZHA6XUBTLRWX2,2021-08-03 21:22:52 -0700,,ASSIGNMENT_REWARD,,A3DTPGXKABAFEJ,1,3B9J25CZ3DFQJX1R7W6K6BAS2O9CS1,3PEIJLRY61V9GWRO8ZHA6XUBTLRWX2
3PEIJLRY61V9GWRO8ZHA6XUBTLRWX2,2021-08-03 21:22:52 -0700,,ASSIGNMENT_REWARD_FEE,,Mechanical Turk,0.2,3B9J25CZ3DFQJX1R7W6K6BAS2O9CS1,3PEIJLRY61V9GWRO8ZHA6XUBTLRWX2
3JZQSN0I3YCWJOA3T076EN8GVPIGF3,2021-08-03 21:22:52 -0700,,ASSIGNMENT_REWARD,,A21XMG5KSWXX9M,1,3PZDSVZ3KDJQ8GW76LJGOJOYNCK4N4,3JZQSN0I3YCWJOA3T076EN8GVPIGF3
3JZQSN0I3YCWJOA3T076EN8GVPIGF3,2021-08-03 21:22:52 -0700,,ASSIGNMENT_REWARD_FEE,,Mechanical Turk,0.2,3PZDSVZ3KDJQ8GW76LJGOJOYNCK4N4,3JZQSN0I3YCWJOA3T076EN8GVPIGF3
3UN61F00H4RV6HQS3ZO9RFVA84E5R4,2021-08-03 21:22:52 -0700,,ASSIGNMENT_REWARD,,AOU59T41ZKA2I,1,374UMBUHODRRYXE6WWBAGG6E47NCTQ,3UN61F00H4RV6HQS3ZO9RFVA84E5R4
3UN61F00H4RV6HQS3ZO9RFVA84E5R4,2021-08-03 21:22:52 -0700,,ASSIGNMENT_REWARD_FEE,,Mechanical Turk,0.2,374UMBUHODRRYXE6WWBAGG6E47NCTQ,3UN61F00H4RV6HQS3ZO9RFVA84E5R4
34FNN24DCUB43I2EHUG3ZBO7BRSY5Y,2021-08-03 21:22:52 -0700,,ASSIGNMENT_REWARD,,AOU59T41ZKA2I,1,3GVPRXWRQPWVD23ZB34VMNCRSFGI7M,34FNN24DCUB43I2EHUG3ZBO7BRSY5Y
34FNN24DCUB43I2EHUG3ZBO7BRSY5Y,2021-08-03 21:22:52 -0700,,ASSIGNMENT_REWARD_FEE,,Mechanical Turk,0.2,3GVPRXWRQPWVD23ZB34VMNCRSFGI7M,34FNN24DCUB43I2EHUG3ZBO7BRSY5Y
3FDJT1UU7CA9JDDXDFFCQ39WDF05KX,2021-08-03 21:22:52 -0700,,ASSIGNMENT_REWARD,,AOU59T41ZKA2I,1,3RDTX9JRU63221AW79YI9UDO9PT79S,3FDJT1UU7CA9JDDXDFFCQ39WDF05KX
3FDJT1UU7CA9JDDXDFFCQ39WDF05KX,2021-08-03 21:22:52 -0700,,ASSIGNMENT_REWARD_FEE,,Mechanical Turk,0.2,3RDTX9JRU63221AW79YI9UDO9PT79S,3FDJT1UU7CA9JDDXDFFCQ39WDF05KX
36ZN444YTZ04LSTRIRQZMTUA26GIO4,2021-08-03 21:22:52 -0700,,ASSIGNMENT_REWARD,,AOU59T41ZKA2I,1,31D0ZWOD1I12P9KHEGR9QAEL7T5A0A,36ZN444YTZ04LSTRIRQZMTUA26GIO4
36ZN444YTZ04LSTRIRQZMTUA26GIO4,2021-08-03 21:22:52 -0700,,ASSIGNMENT_REWARD_FEE,,Mechanical Turk,0.2,31D0ZWOD1I12P9KHEGR9QAEL7T5A0A,36ZN444YTZ04LSTRIRQZMTUA26GIO4
374TNBHA8JXTW4LC1M46XMJY7NFQY3,2021-08-03 21:22:53 -0700,,ASSIGNMENT_REWARD,,AOU59T41ZKA2I,1,36QZ6V159HFM5RIRTNRK0HWY9OFSUQ,374TNBHA8JXTW4LC1M46XMJY7NFQY3
374TNBHA8JXTW4LC1M46XMJY7NFQY3,2021-08-03 21:22:53 -0700,,ASSIGNMENT_REWARD_FEE,,Mechanical Turk,0.2,36QZ6V159HFM5RIRTNRK0HWY9OFSUQ,374TNBHA8JXTW4LC1M46XMJY7NFQY3
3DHE4R9OC4DCIUYR55SZU4ERMM92G3,2021-08-03 21:22:53 -0700,,ASSIGNMENT_REWARD,,A3GGA7I8AFZ8KZ,1,3IHWR4LC8LFZDG8IL8W10N8M3ZMI89,3DHE4R9OC4DCIUYR55SZU4ERMM92G3
3DHE4R9OC4DCIUYR55SZU4ERMM92G3,2021-08-03 21:22:53 -0700,,ASSIGNMENT_REWARD_FEE,,Mechanical Turk,0.2,3IHWR4LC8LFZDG8IL8W10N8M3ZMI89,3DHE4R9OC4DCIUYR55SZU4ERMM92G3
3NG53N1RL3LTHMTFO5RNY45M9F78P3,2021-08-03 21:22:53 -0700,,ASSIGNMENT_REWARD,,AOU59T41ZKA2I,1,3FJ2RVH2678VG0DQ1XHND3WGY97297,3NG53N1RL3LTHMTFO5RNY45M9F78P3
3NG53N1RL3LTHMTFO5RNY45M9F78P3,2021-08-03 21:22:53 -0700,,ASSIGNMENT_REWARD_FEE,,Mechanical Turk,0.2,3FJ2RVH2678VG0DQ1XHND3WGY97297,3NG53N1RL3LTHMTFO5RNY45M9F78P3
3TU5ZICBRL3EHYUUOI6CY9VWEB98QA,2021-08-03 21:22:53 -0700,,ASSIGNMENT_REWARD,,A3DTPGXKABAFEJ,1,30ZKOOGW3482WY5ZAZV94FXVCLBA1D,3TU5ZICBRL3EHYUUOI6CY9VWEB98QA
3TU5ZICBRL3EHYUUOI6CY9VWEB98QA,2021-08-03 21:22:53 -0700,,ASSIGNMENT_REWARD_FEE,,Mechanical Turk,0.2,30ZKOOGW3482WY5ZAZV94FXVCLBA1D,3TU5ZICBRL3EHYUUOI6CY9VWEB98QA
3A4NIXBJ7E1IBQGLQE8ZM5XXOAJLMU,2021-08-03 21:22:53 -0700,,ASSIGNMENT_REWARD,,AOU59T41ZKA2I,1,3URJ6VVYVXP8Q1WJ70JT38O3DMP4OJ,3A4NIXBJ7E1IBQGLQE8ZM5XXOAJLMU
3A4NIXBJ7E1IBQGLQE8ZM5XXOAJLMU,2021-08-03 21:22:53 -0700,,ASSIGNMENT_REWARD_FEE,,Mechanical Turk,0.2,3URJ6VVYVXP8Q1WJ70JT38O3DMP4OJ,3A4NIXBJ7E1IBQGLQE8ZM5XXOAJLMU
354P56DE9S5MU04O6H3BF9E2LFES7M,2021-08-03 21:22:53 -0700,,ASSIGNMENT_REWARD,,A3DTPGXKABAFEJ,1,3BO3NEOQN8JDW41XI6GFWEEHTNMIAD,354P56DE9S5MU04O6H3BF9E2LFES7M
354P56DE9S5MU04O6H3BF9E2LFES7M,2021-08-03 21:22:53 -0700,,ASSIGNMENT_REWARD_FEE,,Mechanical Turk,0.2,3BO3NEOQN8JDW41XI6GFWEEHTNMIAD,354P56DE9S5MU04O6H3BF9E2LFES7M
31LM9EDVOTUIYIDLZUBMJ595PA4JN4,2021-08-03 21:22:53 -0700,,ASSIGNMENT_REWARD,,A12EO8AAUDZIU8,1,3MJ9GGZYPB89LJNVT3VN9Y704RP2AM,31LM9EDVOTUIYIDLZUBMJ595PA4JN4
31LM9EDVOTUIYIDLZUBMJ595PA4JN4,2021-08-03 21:22:53 -0700,,ASSIGNMENT_REWARD_FEE,,Mechanical Turk,0.2,3MJ9GGZYPB89LJNVT3VN9Y704RP2AM,31LM9EDVOTUIYIDLZUBMJ595PA4JN4
3H7Z272LXF9OWTDYIU0R39RSTDKPLG,2021-08-03 21:22:53 -0700,,ASSIGNMENT_REWARD,,AOU59T41ZKA2I,1,3BVS8WK9R8XIFE6POKGBRPYNB57IB8,3H7Z272LXF9OWTDYIU0R39RSTDKPLG
3H7Z272LXF9OWTDYIU0R39RSTDKPLG,2021-08-03 21:22:53 -0700,,ASSIGNMENT_REWARD_FEE,,Mechanical Turk,0.2,3BVS8WK9R8XIFE6POKGBRPYNB57IB8,3H7Z272LXF9OWTDYIU0R39RSTDKPLG
3UXUOQ9OKMZIU4IUPHHKU9KWZ9C7AA,2021-08-03 21:22:53 -0700,,ASSIGNMENT_REWARD,,A3DTPGXKABAFEJ,1,3L7SUC0TU2W3RAT6BJHEZ19L1AU0MK,3UXUOQ9OKMZIU4IUPHHKU9KWZ9C7AA
3UXUOQ9OKMZIU4IUPHHKU9KWZ9C7AA,2021-08-03 21:22:53 -0700,,ASSIGNMENT_REWARD_FEE,,Mechanical Turk,0.2,3L7SUC0TU2W3RAT6BJHEZ19L1AU0MK,3UXUOQ9OKMZIU4IUPHHKU9KWZ9C7AA
31QNSG6A5ZV4BGPFSJX6YIE19MV78R,2021-08-03 21:22:54 -0700,,ASSIGNMENT_REWARD,,A3DTPGXKABAFEJ,1,32FESTC2OPS6YATVW11KLCSGNLUCUH,31QNSG6A5ZV4BGPFSJX6YIE19MV78R
31QNSG6A5ZV4BGPFSJX6YIE19MV78R,2021-08-03 21:22:54 -0700,,ASSIGNMENT_REWARD_FEE,,Mechanical Turk,0.2,32FESTC2OPS6YATVW11KLCSGNLUCUH,31QNSG6A5ZV4BGPFSJX6YIE19MV78R
3V26SBZTBLG2FMW8K4P22M44IN0ZZZ,2021-08-03 21:22:54 -0700,,ASSIGNMENT_REWARD,,A12EO8AAUDZIU8,1,3HA5ODM5LIUMI67RYD1PW3YHNVOSVF,3V26SBZTBLG2FMW8K4P22M44IN0ZZZ
3V26SBZTBLG2FMW8K4P22M44IN0ZZZ,2021-08-03 21:22:54 -0700,,ASSIGNMENT_REWARD_FEE,,Mechanical Turk,0.2,3HA5ODM5LIUMI67RYD1PW3YHNVOSVF,3V26SBZTBLG2FMW8K4P22M44IN0ZZZ
3OCHAWUVGWMILWX7JLY7IM0G6ERKX3,2021-08-03 21:22:54 -0700,,ASSIGNMENT_REWARD,,A12EO8AAUDZIU8,1,31GN6YMHMXUZXV7WON6LI5HVU4QSWP,3OCHAWUVGWMILWX7JLY7IM0G6ERKX3
3OCHAWUVGWMILWX7JLY7IM0G6ERKX3,2021-08-03 21:22:54 -0700,,ASSIGNMENT_REWARD_FEE,,Mechanical Turk,0.2,31GN6YMHMXUZXV7WON6LI5HVU4QSWP,3OCHAWUVGWMILWX7JLY7IM0G6ERKX3
3LOTDFNYAF1SGA0385BO0QU4PE1FWW,2021-08-03 21:22:54 -0700,,ASSIGNMENT_REWARD,,AOU59T41ZKA2I,1,3MXX6RQ9F37QB18KM0W8S8TTNRL4P0,3LOTDFNYAF1SGA0385BO0QU4PE1FWW
3LOTDFNYAF1SGA0385BO0QU4PE1FWW,2021-08-03 21:22:54 -0700,,ASSIGNMENT_REWARD_FEE,,Mechanical Turk,0.2,3MXX6RQ9F37QB18KM0W8S8TTNRL4P0,3LOTDFNYAF1SGA0385BO0QU4PE1FWW
32RIADZIS06PBDM54J54CXUSUBR4SD,2021-08-03 21:22:54 -0700,,ASSIGNMENT_REWARD,,A21XMG5KSWXX9M,1,359AP8GAHOM40ZHZJT89BKEWFAW7C9,32RIADZIS06PBDM54J54CXUSUBR4SD
32RIADZIS06PBDM54J54CXUSUBR4SD,2021-08-03 21:22:54 -0700,,ASSIGNMENT_REWARD_FEE,,Mechanical Turk,0.2,359AP8GAHOM40ZHZJT89BKEWFAW7C9,32RIADZIS06PBDM54J54CXUSUBR4SD
3E47SOBEYYY3C3WOSMH8RT0TDSFICP,2021-08-03 21:22:54 -0700,,ASSIGNMENT_REWARD,,A3DTPGXKABAFEJ,1,304QEQWK0XMRRDEIOZWRR5YQWA90OZ,3E47SOBEYYY3C3WOSMH8RT0TDSFICP
3E47SOBEYYY3C3WOSMH8RT0TDSFICP,2021-08-03 21:22:54 -0700,,ASSIGNMENT_REWARD_FEE,,Mechanical Turk,0.2,304QEQWK0XMRRDEIOZWRR5YQWA90OZ,3E47SOBEYYY3C3WOSMH8RT0TDSFICP
3X1FV8S5J5TLFLWTTFCAW9B2JM1VG7,2021-08-03 21:22:54 -0700,,ASSIGNMENT_REWARD,,A12EO8AAUDZIU8,1,3TL87MO8DURAIWQBEPZK2VH077TFL1,3X1FV8S5J5TLFLWTTFCAW9B2JM1VG7
3X1FV8S5J5TLFLWTTFCAW9B2JM1VG7,2021-08-03 21:22:54 -0700,,ASSIGNMENT_REWARD_FEE,,Mechanical Turk,0.2,3TL87MO8DURAIWQBEPZK2VH077TFL1,3X1FV8S5J5TLFLWTTFCAW9B2JM1VG7
39LNWE0K42YZYXDOED28LZMZKTXIUC,2021-08-03 21:22:54 -0700,,ASSIGNMENT_REWARD,,A3DTPGXKABAFEJ,1,3X52SWXE157JQEI0R1GL30DD815CWG,39LNWE0K42YZYXDOED28LZMZKTXIUC
39LNWE0K42YZYXDOED28LZMZKTXIUC,2021-08-03 21:22:54 -0700,,ASSIGNMENT_REWARD_FEE,,Mechanical Turk,0.2,3X52SWXE157JQEI0R1GL30DD815CWG,39LNWE0K42YZYXDOED28LZMZKTXIUC
3K4J6M3CXMV1NXTVIKLE0MXPYA1AGI,2021-08-03 21:22:54 -0700,,ASSIGNMENT_REWARD,,A3GGA7I8AFZ8KZ,1,3SA4EMRVK349CDQJ3Z96G53G6F50PG,3K4J6M3CXMV1NXTVIKLE0MXPYA1AGI
3K4J6M3CXMV1NXTVIKLE0MXPYA1AGI,2021-08-03 21:22:54 -0700,,ASSIGNMENT_REWARD_FEE,,Mechanical Turk,0.2,3SA4EMRVK349CDQJ3Z96G53G6F50PG,3K4J6M3CXMV1NXTVIKLE0MXPYA1AGI
382M9COHEPHNISB2IUCH0KO7SY2UEN,2021-08-03 21:22:55 -0700,,ASSIGNMENT_REWARD,,A12EO8AAUDZIU8,1,3UUSLRKAVT5E5RNDJP3KVQWE0A87D9,382M9COHEPHNISB2IUCH0KO7SY2UEN
382M9COHEPHNISB2IUCH0KO7SY2UEN,2021-08-03 21:22:55 -0700,,ASSIGNMENT_REWARD_FEE,,Mechanical Turk,0.2,3UUSLRKAVT5E5RNDJP3KVQWE0A87D9,382M9COHEPHNISB2IUCH0KO7SY2UEN
3RSDURM96IO4Z1V7SV9635UKOO0EYW,2021-08-03 21:22:55 -0700,,ASSIGNMENT_REWARD,,A3DTPGXKABAFEJ,1,3SBX2M1TLLPBBD9ZMDBXSDJ3SN74QR,3RSDURM96IO4Z1V7SV9635UKOO0EYW
3RSDURM96IO4Z1V7SV9635UKOO0EYW,2021-08-03 21:22:55 -0700,,ASSIGNMENT_REWARD_FEE,,Mechanical Turk,0.2,3SBX2M1TLLPBBD9ZMDBXSDJ3SN74QR,3RSDURM96IO4Z1V7SV9635UKOO0EYW
3L6L49WXW8ZO5BOUSNSWJMK0GT9546,2021-08-03 21:22:55 -0700,,ASSIGNMENT_REWARD,,AGK30V341UN88,1,3MQY1YVHTBME4TSNZHVJ49R6M9A2BH,3L6L49WXW8ZO5BOUSNSWJMK0GT9546
3L6L49WXW8ZO5BOUSNSWJMK0GT9546,2021-08-03 21:22:55 -0700,,ASSIGNMENT_REWARD_FEE,,Mechanical Turk,0.2,3MQY1YVHTBME4TSNZHVJ49R6M9A2BH,3L6L49WXW8ZO5BOUSNSWJMK0GT9546
37FMASSAYKTK2Y4IEMLDG9UBV7XBIT,2021-08-03 21:22:55 -0700,,ASSIGNMENT_REWARD,,AOU59T41ZKA2I,1,375VMB7D5RLBUB492G7HMFMNEQJIDF,37FMASSAYKTK2Y4IEMLDG9UBV7XBIT
37FMASSAYKTK2Y4IEMLDG9UBV7XBIT,2021-08-03 21:22:55 -0700,,ASSIGNMENT_REWARD_FEE,,Mechanical Turk,0.2,375VMB7D5RLBUB492G7HMFMNEQJIDF,37FMASSAYKTK2Y4IEMLDG9UBV7XBIT
3VSOLARPKJBMO272VZ0ULXXWOQP395,2021-08-03 21:22:55 -0700,,ASSIGNMENT_REWARD,,A3DTPGXKABAFEJ,1,36BTXXLZ33ABNEOZZS0XX3T8O994RS,3VSOLARPKJBMO272VZ0ULXXWOQP395
3VSOLARPKJBMO272VZ0ULXXWOQP395,2021-08-03 21:22:55 -0700,,ASSIGNMENT_REWARD_FEE,,Mechanical Turk,0.2,36BTXXLZ33ABNEOZZS0XX3T8O994RS,3VSOLARPKJBMO272VZ0ULXXWOQP395
3FPRZHYEP69KL9K5Y05QDFMTFE03V5,2021-08-03 21:22:55 -0700,,ASSIGNMENT_REWARD,,AOU59T41ZKA2I,1,367O8HRHLOANOTOCEH02NDY4ABS4SG,3FPRZHYEP69KL9K5Y05QDFMTFE03V5
3FPRZHYEP69KL9K5Y05QDFMTFE03V5,2021-08-03 21:22:55 -0700,,ASSIGNMENT_REWARD_FEE,,Mechanical Turk,0.2,367O8HRHLOANOTOCEH02NDY4ABS4SG,3FPRZHYEP69KL9K5Y05QDFMTFE03V5
3FDJT1UU7CA9JDDXDFFCQ39WDG0K5E,2021-08-03 21:22:55 -0700,,ASSIGNMENT_REWARD,,A3DTPGXKABAFEJ,1,3FCO4VKO0CFJXX1DFKE418EZ0M97E2,3FDJT1UU7CA9JDDXDFFCQ39WDG0K5E
3FDJT1UU7CA9JDDXDFFCQ39WDG0K5E,2021-08-03 21:22:55 -0700,,ASSIGNMENT_REWARD_FEE,,Mechanical Turk,0.2,3FCO4VKO0CFJXX1DFKE418EZ0M97E2,3FDJT1UU7CA9JDDXDFFCQ39WDG0K5E
3TMFV4NEPGGJ1VQG0R5IQYDI2D48WU,2021-08-03 21:22:55 -0700,,ASSIGNMENT_REWARD,,A3DTPGXKABAFEJ,1,3MJ9GGZYPB89LJNVT3VN9Y704RPA2U,3TMFV4NEPGGJ1VQG0R5IQYDI2D48WU
3TMFV4NEPGGJ1VQG0R5IQYDI2D48WU,2021-08-03 21:22:55 -0700,,ASSIGNMENT_REWARD_FEE,,Mechanical Turk,0.2,3MJ9GGZYPB89LJNVT3VN9Y704RPA2U,3TMFV4NEPGGJ1VQG0R5IQYDI2D48WU
3OXV7EAXLMSZ6J54XSXI1N6UYPD36Q,2021-08-03 21:22:55 -0700,,ASSIGNMENT_REWARD,,A3DTPGXKABAFEJ,1,33NKDW9FG5KYFENQ16C75JRKH3BCX9,3OXV7EAXLMSZ6J54XSXI1N6UYPD36Q
3OXV7EAXLMSZ6J54XSXI1N6UYPD36Q,2021-08-03 21:22:55 -0700,,ASSIGNMENT_REWARD_FEE,,Mechanical Turk,0.2,33NKDW9FG5KYFENQ16C75JRKH3BCX9,3OXV7EAXLMSZ6J54XSXI1N6UYPD36Q
