img_path,summary,question_resolution,question,answer_resolution,abstractive_answer,extractive_answer,decontextualizated_text_added,decontextualizated_text_removed,extra_added_text,title,original_answer
mturk_charts/no_data_remaining/multi_col/3583.png,"Data from comScore Media Metrix , based on the company ’s continuously measured consumer panel , show significant declines in the number of people with peer - to - peer file sharing applications running on their computers . In fact , comScore found that usage of each of the four applications sampled – KaZaa , WinMX , BearShare and Grokster – dropped in November versus one year ago . The declines in the user base of each of these applications from November 2002 to November 2003 were : 15 % for KaZaa , 25 % for WinMX , 9 % for BearShare , and 59 % for Grokster .",same,What is trend in the usage of peer to peer applications?,answer1,"Data from comScore Media Metrix , based on the company ’s continuously measured consumer panel , show significant declines in the number of people with peer - to - peer file sharing applications running on their computers . In fact , comScore found that usage of each of the four applications sampled – KaZaa , WinMX , BearShare and Grokster – dropped in November versus one year ago . The declines in the user base of each of these applications from November 2002 to November 2003 were : 15 % for KaZaa , 25 % for WinMX , 9 % for BearShare , and 59 % for Grokster .","Data from comScore Media Metrix , based on the company ’s continuously measured consumer panel , show significant declines in the number of people with peer - to - peer file sharing applications running on their computers . In fact , comScore found that usage of each of the four applications sampled – KaZaa , WinMX , BearShare and Grokster – dropped in November versus one year ago . The declines in the user base of each of these applications from November 2002 to November 2003 were : 15 % for KaZaa , 25 % for WinMX , 9 % for BearShare , and 59 % for Grokster .",,,,"WinMX, BearShare and Grokster Applica tion Usage Source: comScore Media Metrix","Data from comScore Media Metrix , based on the company ’s continuously measured consumer panel , show significant declines in the number of people with peer - to - peer file sharing applications running on their computers . In fact , comScore found that usage of each of the four applications sampled – KaZaa , WinMX , BearShare and Grokster – dropped in November versus one year ago . The declines in the user base of each of these applications from November 2002 to November 2003 were : 15 % for KaZaa , 25 % for WinMX , 9 % for BearShare , and 59 % for Grokster ."
mturk_charts/no_data_remaining/multi_col/3582.png,"Public support for the U.S. military operation in Iraq has remained strong since the capture of Saddam Hussein , despite the continuing American casualties there . Nearly two - thirds of Americans ( 65 % ) feel the war was the right decision , which represents little change from December , shortly after Hussein ’s capture ( 67 % ) . That event also boosted the public ’s sense of progress in Iraq ; even so , fewer than a quarter ( 22 % ) say things there are going very well there .",same,What is the trend of Americans feeling of war being the right decision?,answer2,"Nearly two - thirds of Americans ( 65 % ) feel the war was the right decision , which represents little change from December ( 67 % ) .","Nearly two - thirds of Americans ( 65 % ) feel the war was the right decision , which represents little change from December ( 67 % ) .",,shortly after Hussein ’s capture,,Public Supportive of War,"Nearly two - thirds of Americans ( 65 % ) feel the war was the right decision , which represents little change from December , shortly after Hussein ’s capture ( 67 % ) ."
mturk_charts/no_data_remaining/multi_col/3581.png,"Although adult English / Spanish bilingual Latinos have some proficiency in speaking both English and Spanish , they tend to use the languages differently depending on the setting . English is far and away the dominant language of U.S. commerce and trade , and dominates U.S. workplaces . English / Spanish bilingual Latinos report that they largely speak English in the workplace . About 60 % of bilingual Hispanic workers usually speak more English than Spanish at work ( 29 % ) , or use only English at work ( 33 % ) . Widespread Spanish language usage at work is relatively rare among bilingual workers . About one in ten report speaking “ more Spanish than English ” or “ only Spanish ” at work ( see Figure 3 ) . English / Spanish bilingual Hispanics seem to be markedly different from the wider Hispanic adult population in their mass media preferences . The survey asked respondents whether they typically received news ( via TV or radio ) in English or Spanish . Almost 40 % of all Latino adults said either “ only Spanish ” or “ more Spanish than English , ” reflecting the usage patterns of Latino adults with little speaking ability in English . Bilingual Latinos extensively use English to obtain news broadcasts , as Figure 3 illustrates . Nearly five in ten bilingual Hispanics hear news in “ English only ” or “ more English than Spanish . ” Less than a fifth reported obtaining news in “ only Spanish ” or “ more Spanish than English . ” So the preponderance of bilingual speaking Latinos either obtains news in English , or does not express an exclusive preference for hearing news in Spanish . At home English / Spanish speaking Latinos are about evenly divided in their use of Spanish and English ( see Figure 3 ) . About a third either speaks more Spanish than English ( 17 % ) or only speaks Spanish at home ( 17 % ) . And , about a third speaks more English than Spanish ( 21 % ) or only English at home ( 12 % ) . The remaining third uses Spanish and English equally at home .",same,How do most bilingual Latinos communicate in their workplace?,answer2,"English / Spanish bilingual Latinos report that they largely speak English in the workplace About 60 % of bilingual Hispanic workers usually speak more English than Spanish at work ( 29 % ) , or use only English at work ( 33 % ) .","English / Spanish bilingual Latinos report that they largely speak English in the workplace About 60 % of bilingual Hispanic workers usually speak more English than Spanish at work ( 29 % ) , or use only English at work ( 33 % ) .",,,,Usage AGURES,"English / Spanish bilingual Latinos report that they largely speak English in the workplace About 60 % of bilingual Hispanic workers usually speak more English than Spanish at work ( 29 % ) , or use only English at work ( 33 % ) ."
mturk_charts/no_data_remaining/multi_col/3579.png,"President Bush ’s approval ratings have improved over the month of April even as Americans continue to express strong concerns about Iraq and the way the president is handling that situation . The latest nationwide survey by the Pew Research Center finds 48 % approving and 43 % disapproving of Bush ’s overall job performance . This is slightly better than the 43 % rating he received in early April , conducted in the days immediately following the murder and mutilation of American contractors in Falluja .",same,What does the public currently think about the performance of Bush's work?,answer1,The latest nationwide survey finds 48 % approving and 43 % disapproving of Bush ’s overall job performance,The latest nationwide survey finds 48 % approving and 43 % disapproving of Bush ’s overall job performance,,by the Pew Research Center,,Bush Approval Post War Approve a Disapprove,The latest nationwide survey by the Pew Research Center finds 48 % approving and 43 % disapproving of Bush ’s overall job performance
mturk_charts/no_data_remaining/multi_col/3578.png,"The current poll reflects unprecedented levels of partisanship with respect to evaluations of the president ’s performance . As has been the case since Bush first took office , Republicans are solidly behind him , with 85 % approving and just 11 % disapproving of the job he is doing . But for the first time , Democrats are nearly as unified in opposition to Bush . Just 13 % of Democrats approve of the president ’s job performance , while 79 % disapprove . Prior to this year , Democratic approval of Bush had never dipped below 23 % . Equally important , recent surveys have found Bush ’s job approval among independents to be at an all - time low . In the current survey , as well as three other surveys conducted in late March and April , more independents disapprove of the president ’s performance in office ( 49 % currently ) than approve ( 40 % ) .",same,What is the current opinion of democrats and republicans about Bush?,answer1,"As has been the case since Bush first took office , Republicans are solidly behind him , with 85 % approving and just 11 % disapproving of the job he is doing . But for the first time , Democrats are nearly as unified in opposition to Bush . Just 13 % of Democrats approve of the president ’s job performance , while 79 % disapprove .","As has been the case since Bush first took office , Republicans are solidly behind him , with 85 % approving and just 11 % disapproving of the job he is doing . But for the first time , Democrats are nearly as unified in opposition to Bush . Just 13 % of Democrats approve of the president ’s job performance , while 79 % disapprove .",,,,Bush Job Approval Jan 200 1- May 2004,"As has been the case since Bush first took office , Republicans are solidly behind him , with 85 % approving and just 11 % disapproving of the job he is doing . But for the first time , Democrats are nearly as unified in opposition to Bush . Just 13 % of Democrats approve of the president ’s job performance , while 79 % disapprove ."
mturk_charts/no_data_remaining/multi_col/3577.png,"Views about the decision to go to war remain highly divided along partisan lines , with a 50 - point gap separating the opinions of Republicans ( 80 % of whom say the U.S. made the right decision ) and Democrats ( 30 % ) . A potentially ominous sign for President Bush is that the percentage of independents who think the U.S. was right to go to war has now dropped below 50 % for the first time ( 48 % ) .",same,What is the opinion of the different parties as to whether the United States should have gone to war?,answer2,Republicans ( 80 % of whom say the U.S. made the right decision ) and Democrats ( 30 % ) . A potentially ominous sign for President Bush is that the percentage of independents who think the U.S. was right to go to war has now dropped below 50 % for the first time ( 48 % ),Republicans ( 80 % of whom say the U.S. made the right decision ) and Democrats ( 30 % ) . A potentially ominous sign for President Bush is that the percentage of independents who think the U.S. was right to go to war has now dropped below 50 % for the first time ( 48 % ),,,,Iraq War Was Right I ecision,Republicans ( 80 % of whom say the U.S. made the right decision ) and Democrats ( 30 % ) . A potentially ominous sign for President Bush is that the percentage of independents who think the U.S. was right to go to war has now dropped below 50 % for the first time ( 48 % )
mturk_charts/no_data_remaining/multi_col/3576.png,"Majorities of Muslims surveyed by Pew say that “ Western style democracy ” can work in their own country , with Indonesia a notable exception . Few Muslims say that democracy is “ a Western way of doing things that would not work here . ” The latter view is expressed by a majority of Indonesians ( 53 % ) , and sizable minorities in Turkey and the Palestinian Authority both at 37 % .",same,What is the view of most Indonesians on democracy?,answer1,Few Muslims say that democracy is “ a Western way of doing things that would not work here . ” The latter view is expressed by a majority of Indonesians ( 53 % ),Few Muslims say that democracy is “ a Western way of doing things that would not work here . ” The latter view is expressed by a majority of Indonesians ( 53 % ),,,,Muslims' Views of Democracy Wes tem Way Can Work Here Morocco,Few Muslims say that democracy is “ a Western way of doing things that would not work here . ” The latter view is expressed by a majority of Indonesians ( 53 % )
mturk_charts/no_data_remaining/multi_col/3575.png,"Majorities of Muslims surveyed by Pew say that “ Western style democracy ” can work in their own country , with Indonesia a notable exception . Few Muslims say that democracy is “ a Western way of doing things that would not work here . ” The latter view is expressed by a majority of Indonesians ( 53 % ) , and sizable minorities in Turkey and the Palestinian Authority both at 37 % .",same,What do Muslims from different countries think about democracy?,answer2,"Majorities of Muslims surveyed by Pew say that “ Western style democracy ” can work in their own country , with Indonesia a notable exception Few Muslims say that democracy is “ a Western way of doing things that would not work here . ” The latter view is expressed by a majority of Indonesians ( 53 % ) , and sizable minorities in Turkey and the Palestinian Authority both at 37 % .","Majorities of Muslims surveyed by Pew say that “ Western style democracy ” can work in their own country , with Indonesia a notable exception Few Muslims say that democracy is “ a Western way of doing things that would not work here . ” The latter view is expressed by a majority of Indonesians ( 53 % ) , and sizable minorities in Turkey and the Palestinian Authority both at 37 % .",,,,Muslims' Views of Democracy Wes tem Way Can Work Here Morocco,"Majorities of Muslims surveyed by Pew say that “ Western style democracy ” can work in their own country , with Indonesia a notable exception Few Muslims say that democracy is “ a Western way of doing things that would not work here . ” The latter view is expressed by a majority of Indonesians ( 53 % ) , and sizable minorities in Turkey and the Palestinian Authority both at 37 % ."
mturk_charts/no_data_remaining/multi_col/3574.png,"CNN ’s once dominant credibility ratings have slumped in recent years , mostly among Republicans and independents . By comparison , the Fox News Channel ’s believability ratings have remained steady both overall and within partisan groups . Nonetheless , among those able to rate the networks , more continue to say they can believe all or most of what they hear on CNN than say that about Fox News Channel ( 32 % vs. 25 % ) .",same,How CNN's credibility ratings has changed compared to fox News channel?,answer1,"CNN ’s once dominant credibility ratings have slumped in recent years . By comparison , the Fox News Channel ’s believability ratings have remained steady both overall and within partisan groups . Nonetheless , among those able to rate the networks , more continue to say they can believe all or most of what they hear on CNN than say that about Fox News Channel ( 32 % vs. 25 % ) .","CNN ’s once dominant credibility ratings have slumped in recent years . By comparison , the Fox News Channel ’s believability ratings have remained steady both overall and within partisan groups . Nonetheless , among those able to rate the networks , more continue to say they can believe all or most of what they hear on CNN than say that about Fox News Channel ( 32 % vs. 25 % ) .",,mostly Republicans independents,,CNN Credibility Drops But Still Leads Cable Percent who b elieve allormos,"CNN ’s once dominant credibility ratings have slumped in recent years , mostly among Republicans and independents . By comparison , the Fox News Channel ’s believability ratings have remained steady both overall and within partisan groups . Nonetheless , among those able to rate the networks , more continue to say they can believe all or most of what they hear on CNN than say that about Fox News Channel ( 32 % vs. 25 % ) ."
mturk_charts/no_data_remaining/multi_col/3573.png,"President Bush ’s job approval rating reached its 2004 peak , at 58 % , in early January following the capture of Saddam Hussein . Since February , Bush ’s ratings have fluctuated between 43 % and 48 % . Bush ’s current standing ( 48 % approve , 43 % disapprove ) is somewhat higher than the 43 % rating he received in early April , after the eruption of violence in and around Fallujah , and his 44 % mark in May , following revelations of prisoner abuse by U.S. troops at Abu Ghraib .",same,Explain the Bush's job approval ratings over time?,answer2,"President Bush ’s job approval rating reached its 2004 peak , at 58 % , in early January . Since February , Bush ’s ratings have fluctuated between 43 % and 48 % . Bush ’s current standing ( 48 % approve , 43 % disapprove ) is somewhat higher than the 43 % rating he received in early April , , and his 44 % mark in May .","President Bush ’s job approval rating reached its 2004 peak , at 58 % , in early January . Since February , Bush ’s ratings have fluctuated between 43 % and 48 % . Bush ’s current standing ( 48 % approve , 43 % disapprove ) is somewhat higher than the 43 % rating he received in early April , , and his 44 % mark in May .",,following capture of Saddam Hussein after eruption of violence around Fallujah following revelations of prisoner abuse by U.S. troops Abu Ghraib,,Bush Approval Varying in a Narrow Range,"President Bush ’s job approval rating reached its 2004 peak , at 58 % , in early January following the capture of Saddam Hussein . Since February , Bush ’s ratings have fluctuated between 43 % and 48 % . Bush ’s current standing ( 48 % approve , 43 % disapprove ) is somewhat higher than the 43 % rating he received in early April , after the eruption of violence in and around Fallujah , and his 44 % mark in May , following revelations of prisoner abuse by U.S. troops at Abu Ghraib ."
mturk_charts/no_data_remaining/multi_col/3572.png,"The presidential election is capturing the public ’s attention much more now than it did at this point four and eight years ago . Nearly half of Americans ( 47 % ) say they are more interested in politics than they were four years ago , up from 38 % who expressed that view in June 2000 . Public attention to election news is greater now than at a comparable point in the last three campaigns . And this is translating into a more focused electorate ­ nearly six - in - ten voters ( 58 % ) say they are giving “ quite a lot ” of thought to the election , compared with 46 % who said that four years ago at this time .",same,Describe about the Public attention for election?,new_answer,"Nearly half of Americans ( 47 % ) say they are more interested in politics than they were four years ago , up from 38 % who expressed that view in June 2000 . - Nearly six - in - ten voters ( 58 % ) say they are giving  quite a lot "" of thought to the election "," compared with 46 % who said that four years ago at this time .""","Nearly half of Americans ( 47 % ) say they are more interested in politics than they were four years ago , up from 38 % who expressed that view in June 2000 . - Nearly six - in - ten voters ( 58 % ) say they are giving  quite a lot "" of thought to the election "," compared with 46 % who said that four years ago at this time .""",Public attention to election news is greater now than at a comparable point in the last three campaigns . And this is translating into a more focused electorate,2004 Campaign Engaging," compared with 46 % who said that four years ago at this time ."""
mturk_charts/no_data_remaining/multi_col/3571.png,"The polling variability in 2004 falls close to that seen in 1984 and 1988 , when the average spread was 2.2 % and 2.3 % , respectively , and slightly above the election of 2000 ( at 1.7 % ) . The greatest variability in the polls was seen in 1992 , when Ross Perot ’s on - again , off- again candidacy ­ and Bill Clinton ’s rising support in the June - July time frame ­ resulted in average polling variability of 2.9 percentage points . By contrast , the 1996 campaign , when Clinton consistently held a large lead over challenger Bob Dole , saw the least variation from one poll to the other ( an average spread of 1.2 percentage points ) .",same,How does the 2004 horse pool compare to 1984 and 1988?,new_answer,"The polling variability in 2004 falls close to that seen in 1984 and 1988 , when the average spread was 2.2 % and 2.3 % , respectively .","The polling variability in 2004 falls close to that seen in 1984 and 1988 , when the average spread was 2.2 % and 2.3 % , respectively .",.,,,"Variahility in Horse Race Po Ils,","The polling variability in 2004 falls close to that seen in 1984 and 1988 , when the average spread was 2.2 % and 2.3 % , respectively ."
mturk_charts/no_data_remaining/multi_col/3570.png,"Voter attention to the 2004 election continues to run high relative to other recent elections . Two - thirds of voters ( 67 % ) say they have given “ quite a lot ” of thought to the coming presidential election , up from 58 % in June . There was a similar rise in public interest in the early summer of 1992 , when fully 72 % of voters have given a lot of thought to the race by August , up from 63 % in June of that year . By comparison , in 1996 and 2000 voters had not given this much thought to the election until October , within weeks of election day .",same,How is the public's engagement with the presidential elections?,new_answer,"Two - thirds of voters ( 67 % ) say they have given  quite a lot "" of thought to the coming presidential election "," up from 58 % in June .""","Two - thirds of voters ( 67 % ) say they have given  quite a lot "" of thought to the coming presidential election "," up from 58 % in June .""",,High Vo ter Interest," up from 58 % in June ."""
mturk_charts/no_data_remaining/multi_col/3569.png,"This increased attentiveness is carrying over into heightened interest in the debates . Six - in - ten voters ( 61 % ) say it is very likely they will watch the debates between Bush and Kerry , which is significantly higher than debate interest in the last two elections .",same,What is the public interest in watching the debate?,new_answer,Six - in - ten voters ( 61 % ) say it is very likely they will watch the debates .,Six - in - ten voters ( 61 % ) say it is very likely they will watch the debates .,.,between Bush and Kerry,,Very Likely to Watc h Debates,Six - in - ten voters ( 61 % ) say it is very likely they will watch the debates .
mturk_charts/no_data_remaining/multi_col/3568.png,"George W. Bush has reopened a significant lead over challenger John Kerry over the past week , even as voters express less confidence in the president on Iraq and he continues to trail Kerry on the economy . Two successive nationwide surveys of nearly 1,000 registered voters each show Bush ’s margin over Kerry growing steadily since mid - September ( Sept. 11 - 14 ) , when the two men were tied at 6%-46 % . Bush ’s slight 45%-42 % advantage in the Sept. 17 - 21 survey has grown to 48%-40 % in the current poll ( Sept. 22 - 26 ) . The poll finds that Bush ’s gains in support are being driven more by perceptions of Kerry ’s weakness especially on leadership and other personal traits than by improved opinions of Bush . Fewer voters favor Bush over Kerry on handling Iraq than did so earlier this month ( 46 % now , 52 % Sept. 11 - 13 ) . But Kerry ’s rating in the head - to - head evaluation on Iraq is no higher ( 38 % now , 40 % then ) . The Democratic challenger continues to inspire more confidence than Bush with regard to improving the economy , which 60 % of Americans believe is in only fair or poor shape . But even here , the percentage favoring Kerry has not increased since the Sept. 11 - 13 survey ( 46 % now , 47 % then ) .",same,How can the preference between Bush and Kerry be described?,answer2,"Two successive nationwide surveys show Bush ’s margin over Kerry growing steadily since mid - September ( Sept. 11 - 14 ) , when the two men were tied at 6%-46 % . Bush ’s slight 45%-42 % advantage in the Sept. 17 - 21 survey has grown to 48%-40 % in the current poll ( Sept. 22 - 26 ) .","Two successive nationwide surveys show Bush ’s margin over Kerry growing steadily since mid - September ( Sept. 11 - 14 ) , when the two men were tied at 6%-46 % . Bush ’s slight 45%-42 % advantage in the Sept. 17 - 21 survey has grown to 48%-40 % in the current poll ( Sept. 22 - 26 ) .",,"of nearly 1,000 registered voters each Fewer voters favor on handling Iraq than did so earlier this month 46 now 52 13 But rating head head evaluation on Iraq is no higher 38 now 40 then The Democratic challenger continues inspire more confidence than with regard improving economy which 60 of Americans believe is only fair or poor shape But even here percentage favoring not increased 13 46 now 47 then",,Septemb er's S Chifting Curr ents,"Two successive nationwide surveys of nearly 1,000 registered voters each show Bush ’s margin over Kerry growing steadily since mid - September ( Sept. 11 - 14 ) , when the two men were tied at 6%-46 % . Bush ’s slight 45%-42 % advantage in the Sept. 17 - 21 survey has grown to 48%-40 % in the current poll ( Sept. 22 - 26 ) . Fewer voters favor Bush over Kerry on handling Iraq than did so earlier this month ( 46 % now , 52 % Sept. 11 - 13 ) . But Kerry ’s rating in the head - to - head evaluation on Iraq is no higher ( 38 % now , 40 % then ) . The Democratic challenger continues to inspire more confidence than Bush with regard to improving the economy , which 60 % of Americans believe is in only fair or poor shape . But even here , the percentage favoring Kerry has not increased since the Sept. 11 - 13 survey ( 46 % now , 47 % then ) ."
